entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
33369735,2016-06-01,2017-05-31,c174,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",-1000.0,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,-31000.0,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,-512000.0,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,Oksenvad,2016-06-01,2017-05-31,-542000.0,-543000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,-1000.0,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,,,,
33369735,2016-06-01,2017-05-31,c177,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,231000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,,,,
33369735,2016-06-01,2017-05-31,c185,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,-5021000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,,,,
33369735,2016-06-01,2017-05-31,c195,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,4248000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,,,,
33369735,2017-05-31,2017-05-31,c172,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,7468000.0,1000.0,100000.0,7443000.0,7468000.0,25000.0,7458000.0,7458000.0,7458000.0,25000.0,8000.0,231000.0,7112000.0,25000.0,9000.0,1000.0,,,,
33369735,2017-06-01,2017-06-01,c226,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,100000.0,,,,,,,,,,,,,,,,
33369735,2017-06-01,2017-06-01,c253,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,7111261.0,,,,,,,,,,,,,,,,
33369735,2017-06-01,2017-06-01,c257,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,231000.0,,,,,,,,,,,,,,,,
33369735,2017-06-01,2017-06-01,c570,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,Oksenvad,2016-06-01,2017-05-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,4658117.0,2800000.0,,
33369735,2017-06-01,2018-05-31,c173,,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzL2FlLzFlL2I1LzlmL2ZkYmEtNDc2OS1hZjU1LTNiN2I2MzJlMDZkMQ.pdf,http://regnskaber.virk.dk/53796333/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzQ2L2M0LzY3LzI2ZjEtNGRjMS05OGI5LTliNGFmNTc4YTZkMQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,6700 Esbjerg,2.0,Strandbygade,6560 Sommersted,Vadstedvej 18,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejerne i HH Gruppen Medarbejder Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. maj 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018.",0.0,2018-10-24,2010-12-20,2018-10-29,Statsautoriseret revisor,-231000.0,-33244.0,20222670.0,33369735.0,20222670.0,mne10148,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juni 2017 - 31. maj 2018 for HH Gruppen Medarbejder Holding ApS.,-4744785.0,-135119.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",JÃ¸rgen Kjer,Jakob Blicher Ravnsbo,Jakob Blicher Ravnsbo,Danske Bank,HH Gruppen Medarbejder Holding ApS,BDO Statsautoriseret revisionsaktieselskab,14.0,Oksenvad,2016-06-01,2017-05-31,-4778043.0,-4778043.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Haderslev,2018-05-31,2017-06-01,-5140904.0,true,2018-10-24,Kolding,0.0,urn:ofk:oid:26251410,indberetninger-20180424,2.5124327999999996,33369735.0,AWbJLo6N5OzuYdPkF19k,2018-10-31T08:13:13.600Z,2018-10-31T08:12:42.762Z,regnskab,0.0,,2018-05-31,2017-06-01,X18-DG-85-FE,2018-10-31T08:12:42.929Z,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
