entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradeReceivables,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermReceivables,RetainedEarnings,ShorttermReceivables
26420210,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,1072641.0,2016-04-29,2016-04-29,-9941.0,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,10000.0,1182.0,5991.0,Middelfart,2014-01-01,2014-12-31,-2076.0,-2768.0,-9941.0,2015-12-31,2015-01-01,1072700.0,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,-692.0,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
26420210,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,-2076.0,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
26420210,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,118292.0,80000.0,118292.0,118292.0,118292.0,2500.0,38292.0,118292.0
26420210,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,80000.0,,,,
26420210,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,38292.0,,,,
26420210,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,118292.0,,,,
26420210,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,922828.0,2016-04-29,2016-04-29,19459.0,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,10000.0,1182.0,2376.0,Middelfart,2014-01-01,2014-12-31,16693.0,21835.0,19459.0,2015-12-31,2015-01-01,952287.0,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,5142.0,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
26420210,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
26420210,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,16693.0,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
26420210,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2RlLzE3LzJhLzg1L2E5NWEtNDRmOS04NDBkLTk0OTk2YmE4NGQzZg.xhtml,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2NhLzlkLzBkLzc5MTUtNGIwZC05NzQ0LWQzZTMzOTNjMmM5MQ.pdf,http://regnskaber.virk.dk/01202462/ZG9rdW1lbnRsYWdlcjovLzAzLzIzLzYwL2IyL2Q4LzYwMzUtNGJjOS05YzI0LTQzOTc1NjI5ZjU3Mw.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,26420210.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,558551.0,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT DANE ApS,Frank JÃ¸rgensen,,1182.0,,Middelfart,2014-01-01,2014-12-31,16693.0,,,2015-12-31,2015-01-01,,false,false,558551.0,553423.0,115100.0,5128.0,692.0,471652.0,,false,false,Ingen bistand,urn:ofk:oid:22354945,indberetninger-20180424,2.5955529999999998,26420210.0,,2018-03-28T19:19:10.463Z,2016-05-12T14:27:09.358Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-82-BU,2016-05-12T14:27:09.568Z,,,,,,,,
