entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33247648,2016-10-01,2017-09-30,ID_10,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,-101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2016-10-01,2017-09-30,ID_12,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,-617279.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2016-10-01,2017-09-30,ID_14,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,99117.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2016-10-01,2017-09-30,ID_16,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2016-10-01,2017-09-30,ID_8,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2016-10-01,2017-09-30,ID_9,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,619362.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,-4443.0,617279.0,65.0,7179.0,619950.0,-4443.0,588.0,,,,,,,,,,,,,,,,,,,,,,
33247648,2017-09-30,2017-09-30,ID_6,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,1637125.0,758.0,80000.0,247240.0,1600668.0,1637125.0,36457.0,1389885.0,1389885.0,1389885.0,0.0,3000.0,0.0,1309885.0,210783.0,36457.0,0.0,246482.0,246482.0,33457.0,0.0,
33247648,2017-10-01,2018-09-30,ID_0,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,378679.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,-3999.0,340266.0,1077.0,52642.0,387832.0,-3999.0,9153.0,,,,,,,,,,,,,,,,,,,,,,
33247648,2017-10-01,2018-09-30,ID_1,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33247648,2017-10-01,2018-09-30,ID_11,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E4L2E1LzA0L2JkLzFjMGItNDJiOS1iMTIxLWMxNmRmYzQ1OTMwYQ.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzZlLzc5LzZhL2E1ZTgtNDkwMS04ODRkLTE0NTBlZWYxMGZkZQ.xml,true,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-12-10,2018-12-10,2010-10-15,2018-12-12,26273110.0,33247648.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jungdal Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,Gadbjerg,2016-10-01,2017-09-30,-340266.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-09-30,2017-10-01,false,2018-12-10,Vejle,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26469755,indberetninger-20180424,2.5097403999999996,33247648.0,AWe7sf4wet7j816DxcXG,2018-12-17T10:25:05.947Z,2018-12-17T10:24:22.627Z,regnskab,0.0,,2018-09-30,2017-10-01,X18-EP-05-ZM,2018-12-17T10:24:22.833Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
