entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
33247648,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,-3889.0,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,348010.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,1253.0,2795.0,Gadbjerg,2014-10-01,2015-09-30,346420.0,345663.0,-3889.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,-757.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,-99800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,-248010.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2014-10-01,2015-09-30,ID_9,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,1390.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2015-09-30,2015-09-30,ID_11,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,966626.0,73296.0,80000.0,252585.0,871352.0,966626.0,95274.0,714041.0,714041.0,714041.0,3000.0,99800.0,634041.0,57511.0,95274.0,71832.0,179289.0,100000.0,79289.0,20442.0,0.0,
33247648,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,-3750.0,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,308565.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,100.0,5813.0,Gadbjerg,2014-10-01,2015-09-30,310955.0,310528.0,-3750.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,-427.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,Steen Jungdal
33247648,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
33247648,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2MwLzUzLzVmLzg2YzgtNDUzNy05ZWVmLTk1NTExYmIwYzc1Yg.pdf,http://regnskaber.virk.dk/84674233/ZG9rdW1lbnRsYWdlcjovLzAzLzc0L2Y3LzAxL2Q3L2IxNmMtNGVkNS05MWM0LTJjZmI3MzA1NGFlOA.xml,"7100, Vejle",Havnegade 5.2,Til den daglige ledelse i Jungdal Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2017-01-05,2017-01-05,2010-10-15,2017-02-27,,26273110.0,33247648.0,26273110.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Jungdal Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Jungdal,Erhvervsrevisorerne i Vejle ApS,Jungdal Holding ApS,Erhvervsrevisorerne i Vejle Aps,,,Gadbjerg,2014-10-01,2015-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2017-01-05,Vejle,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23532693,indberetninger-20180424,2.5124266,33247648.0,,2018-03-27T19:04:26.489Z,2017-02-28T15:18:08.193Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AD-39-CH,2017-02-28T15:18:08.360Z,,,,,,,,,,,,,,,,,,,,,,
