entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,GrossResult,OtherExternalExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables
32162231,2014-01-01,2014-01-01,c251,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,1215000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,,,,,,,,,,,,,,,,,,,,,,,
32162231,2014-01-01,2014-01-01,c450,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,125000.0,,,,,,,,,,,,,,,,,,,,,,
32162231,2014-01-01,2014-01-01,c474,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,1214762.0,,,,,,,,,,,,,,,,,,,,,,
32162231,2014-01-01,2014-12-31,c123,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,,2179.0,,,,,,,,,,,,,,,,,,,,,
32162231,2014-01-01,2014-12-31,c3,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,,2179.0,-1000.0,1000.0,3865.0,2865.0,-1000.0,686.0,,,,,,,,,,,,,,,
32162231,2014-01-01,2014-12-31,c475,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,,2179.0,,,,,,,,,,,,,,,,,,,,,
32162231,2014-12-31,2014-12-31,c253,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,1215000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,,,,,,,,,1215000.0,,,,,,,,,,,,,,
32162231,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,1341941.0,,,,,,,,1215000.0,1347702.0,125000.0,132702.0,1347702.0,5761.0,1215000.0,1215000.0,3750.0,1216941.0,5761.0,132702.0,132702.0,761.0,1250.0
32162231,2014-12-31,2014-12-31,c452,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,125000.0,,,,,,,,,,,,,,,,,,,,,,
32162231,2014-12-31,2014-12-31,c476,,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzLzNmL2QzLzViLzZiL2FlYjAtNDY0Ny1hNDk5LThhODc2OTRkMzZjMg.pdf,http://regnskaber.virk.dk/13226123/ZG9rdW1lbnRsYWdlcjovLzAzL2MwL2RjLzczL2U1L2U5MjctNGNmNS1iNzJhLTVlMGM3M2Q3NWIxNQ.xml,Struer,7600.0,100.0,SÃ¸ndergade,"7400, Herning","Industrivej Nord, 15",den daglige ledelse,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2015 for opfyldt.,2016-05-31,2016-05-31,2009-05-15,2016-05-31,32162231.0,15807776.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2015 for TD Holding Hjerm ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Torben Damgaard,Torben Damgaard,TD Holding Hjerm ApS,"Partner Revision, statsautoriseret revisionsaktieselskab",Struer,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Hjerm,T.O. Ejendomme ApS,Struer,2015-12-31,2015-01-01,50.0,2016-05-31,Herning,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22624340,indberetninger-20180424,2.5124266,32162231.0,,2018-03-29T01:08:50.093Z,2016-06-07T09:03:51.777Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-25-MR,2016-06-07T09:03:51.916Z,1216941.0,,,,,,,,,,,,,,,,,,,,,,
