entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29198640,2015-07-01,2016-06-30,c347,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",4488.0,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,3500.0,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,23901.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,23901.0,0.0,Skee Huse,2015-07-01,2016-06-30,15913.0,20401.0,-3500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,4488.0,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,,
29198640,2015-07-01,2016-06-30,c368,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,15913.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,,
29198640,2016-06-30,2016-06-30,c398,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,749668.0,6105.0,125000.0,736963.0,749668.0,12705.0,127500.0,127500.0,127500.0,3500.0,0.0,611963.0,12705.0,616063.0,616063.0,9205.0,,,
29198640,2016-07-01,2016-07-01,c401,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,125000.0,,,,,,,,,,,,,,,
29198640,2016-07-01,2016-07-01,c428,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,611963.0,,,,,,,,,,,,,,,
29198640,2016-07-01,2016-07-01,c736,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,127500.0,,
29198640,2016-07-01,2017-06-30,c0,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",4608.0,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,3500.0,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,24459.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,12.0,24459.0,12.0,Skee Huse,2015-07-01,2016-06-30,16339.0,20947.0,-3500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,4608.0,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29198640,2016-07-01,2017-06-30,c2,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,,
29198640,2016-07-01,2017-06-30,c367,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,16339.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,,
29198640,2016-07-01,2017-06-30,c42,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzk2L2M3LzEwL2MzODEtNDhiOC1iZjQ5LThiMmI5YjU1YTA0Mw.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2M3LzFkLzBhLzYwZTAtNDNiMS1hMmYzLWViNTI3ZWY5N2YwOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-12-22,2005-12-05,2017-12-22,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne23307,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Christensen,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2017-06-30,2016-07-01,true,2017-12-22,KÃ¸benhavn,,urn:ofk:oid:24888824,indberetninger-20180424,2.5124211,29198640.0,,2018-03-28T06:27:55.058Z,2017-12-22T14:07:43.063Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BL-89-BX,2017-12-22T14:07:43.265Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
