entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29198640,2016-07-01,2017-06-30,c174,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",4608.0,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,3500.0,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,24459.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,12.0,24459.0,12.0,Skee Huse,2016-07-01,2017-06-30,16339.0,20947.0,-3500.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,4608.0,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,,
29198640,2016-07-01,2017-06-30,c195,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,16339.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,,
29198640,2017-06-30,2017-06-30,c172,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,779592.0,6093.0,125000.0,753302.0,779592.0,26290.0,127500.0,127500.0,127500.0,13694.0,628302.0,26290.0,645999.0,632305.0,22790.0,,,
29198640,2017-07-01,2017-07-01,c226,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,125000.0,,,,,,,,,,,,,,
29198640,2017-07-01,2017-07-01,c253,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,628302.0,,,,,,,,,,,,,,
29198640,2017-07-01,2017-07-01,c564,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,127500.0,,
29198640,2017-07-01,2018-06-30,c173,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",4610.0,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,4000.0,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,25066.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,110.0,25066.0,110.0,Skee Huse,2016-07-01,2017-06-30,16346.0,20956.0,-4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,4610.0,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29198640,2017-07-01,2018-06-30,c194,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,16346.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,,
29198640,2017-07-01,2018-06-30,c254,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,16346.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,,
29198640,2017-07-01,2018-06-30,c305,,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzgzL2VhL2YwL2Y1LzUzMzAtNDkwZS1hZGFmLWU4ZTQ0N2IwNjY3ZQ.pdf,http://regnskaber.virk.dk/04689192/ZG9rdW1lbnRsYWdlcjovLzAzLzA0L2UxL2MyLzUxL2Y0MjQtNDkzMy1iZDA5LTllYzAwNzZlZDIwMQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,4100 Ringsted,Skee Huse 27,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Bryggerhus Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",,2019-01-02,2005-12-05,2019-01-02,Statsautoriseret revisor,,20222670.0,29198640.0,20222670.0,mne34089,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Bryggerhus Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Buch,Lars Bo Hansen,Lars Bo Hansen,Bryggerhus Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Skee Huse,2016-07-01,2017-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Ringsted,2018-06-30,2017-07-01,true,2019-01-02,KÃ¸benhavn,,urn:ofk:oid:26520104,indberetninger-20180424,2.5117111,29198640.0,AWgO5i0Let7j816Dxk-Z,2019-01-02T14:10:22.025Z,2019-01-02T14:09:48.527Z,regnskab,0.0,,2018-06-30,2017-07-01,X19-AA-10-NA,2019-01-02T14:09:48.684Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
