entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfReport,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35681884,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,0.0,markc.dasilva@gmail.com,0.0,0.0,0.0,35681884.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,0.0,0.0,2017-01-01,2017-12-31,0.0,0.0,0.0,2018-12-31,2018-01-01,0.0,false,false,0.0,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2017-12-31,2017-12-31,c9,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35681884,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,0.0,markc.dasilva@gmail.com,1782.0,0.0,8234.0,35681884.0,0.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,0.0,56.0,2017-01-01,2017-12-31,5078.0,6508.0,6452.0,2018-12-31,2018-01-01,0.0,false,false,1430.0,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2018-01-01,2018-12-31,c6,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,5078.0,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35681884,2018-12-31,2018-12-31,c8,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzgwL2I4LzU5L2FjOTAtNDNlNi05MjgwLWQzNTM1M2RjMzM1ZA.xhtml,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzFlL2MxLzFjLzNjLzI2NmEtNDY1Yi1hYTUwLTZmZTM1OWI0Y2VjNw.pdf,http://regnskaber.virk.dk/48818653/ZG9rdW1lbnRsYWdlcjovLzAzLzNjL2M3LzJjLzk5LzI2NjYtNDUyZC04ZTJkLTEwYmYwYzIzZWIzZg.xml,true,REGION HOVEDSTADEN,DK,Frederiksberg,2000.0,6.0,Rolighedsvej 6,Frederiksberg C,1879.0,"17, 2 th",H.C. Ãrsteds Vej,1879 Frederiksberg C,"H. C. Ãrsteds Vej 17, 2. th.",Regnskabsklasse B,2019-01-04,,markc.dasilva@gmail.com,,0.0,,35681884.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Mark Christian da Silva,LÃ¥n og Spar Bank,DA SILVA HOLDING IVS,Mark Christian da Silva,,,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,0.0,false,false,,false,true,Ingen bistand,urn:ofk:oid:26529377,indberetninger-20180424,2.5947682999999997,35681884.0,AWgY2igset7j816DxnIx,2019-01-04T12:33:17.349Z,2019-01-04T12:32:53.545Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AA-93-CA,2019-01-04T12:32:53.744Z,6508.0,6508.0,0.0,0.0,6508.0,5078.0,0.0,0.0,0.0,0.0,0.0,6508.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,0.0,0.0,0.0,0.0,0.0,0.0,1430.0,0.0,0.0,0.0
