entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
30486730,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,110638.0,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,336532.0,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,16184.0,85989.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,36851.0,85989.0,20667.0,-369070.0,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,644102.0,754740.0,705602.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,110638.0,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,,
30486730,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,644102.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,,
30486730,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,2169.0,2169.0,900000.0,-391457.0,2169.0,393626.0,0.0,0.0,0.0,140097.0,-1291457.0,393626.0,125891.0,110638.0,17000.0,,,,
30486730,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,900000.0,,,,,,,,,,,,,,,
30486730,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,-1291456.0,,,,,,,,,,,,,,,
30486730,2017-01-01,2017-01-01,c548,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,-5757125.0,5757125.0,,
30486730,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,-27655.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,52272.0,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,77109.0,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,20933.0,29158.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,22493.0,29158.0,1560.0,0.0,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,59157.0,83774.0,77109.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,24617.0,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30486730,2017-01-01,2017-12-31,c194,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,59157.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,,
30486730,2017-01-01,2017-12-31,c254,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,59157.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,,
30486730,2017-01-01,2017-12-31,c305,,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2U4L2E1L2JjLzk4L2ZhYzgtNGI2Mi1hNTE2LTlmZmZlMmQ1NzI4OQ.pdf,http://regnskaber.virk.dk/03768403/ZG9rdW1lbnRsYWdlcjovLzAzL2ZiL2FmL2ZkL2E2L2ZlNzEtNGI4OS05ZWNiLWZjYzNkNDE1MTEzYw.xml,true,Aalborg,9000.0,51.0,Visionsvej,LÃ¸gstÃ¸r,9670.0,8.0,Ãsterbrogade,Aalborg,9000.0,3.0,Skibbrogade,9670 LÃ¸gstÃ¸r,"c/o Hans Welling A/S, Havnevej 30",DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i BizzCorp Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-05-23,2007-03-16,2018-05-23,Statsautoriseret revisor,,20222670.0,30486730.0,20222670.0,mne41302,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BizzCorp Holding ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Mads Madsen,Birgitte Welling,Birgitte Welling,Spar Nord Bank A/S,Haugaard Braad,BizzCorp Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,LÃ¸gstÃ¸r,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-12-31,2017-01-01,true,2018-05-23,Aalborg,,urn:ofk:oid:25550537,indberetninger-20180424,2.5097403999999996,30486730.0,AWOciK1fx8uVRSOdg2uC,2018-05-26T13:00:21.491Z,2018-05-26T12:59:51.116Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-65-ZV,2018-05-26T12:59:51.285Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
