entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
32260004,2013-07-01,2013-07-01,c176,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,-384152.0,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,1200000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-07-01,2013-07-01,c715,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-07-01,2013-07-01,c736,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,-1209530.0,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-07-01,2014-06-30,c123,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,-83144.0,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-07-01,2014-06-30,c178,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,,-59073.0,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-07-01,2014-06-30,c3,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,-83144.0,,-12165.0,-59073.0,12165.0,18606.0,-89844.0,-12165.0,-6700.0,,,,,,,,,,,,,,,,
32260004,2013-07-01,2014-06-30,c737,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,-83144.0,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2014-06-30,2014-06-30,c180,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,-443225.0,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,1200000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,,,,,,,,,,,756775.0,,,,,,,,,,,,,,,
32260004,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,-1167674.0,,,,,,,,,,756775.0,1009145.0,11170.0,125000.0,252370.0,239000.0,1009145.0,2176819.0,756775.0,756775.0,2176819.0,-1292674.0,2176819.0,241200.0,2200.0,
32260004,2014-06-30,2014-06-30,c717,,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzY5LzNlLzU0LzIyODUtNGU3OC1iNmE1LTZlYTc1YTUwMTgwMw.pdf,http://regnskaber.virk.dk/40006223/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzFmL2YyL2M5L2ZiYzYtNGE4Zi1hNjRmLWU2YTFjZTlkM2ZiMw.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-12-16,2015-12-16,2009-06-11,2015-12-16,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2014/15 for NM2 ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kurt NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,A/S,NM3 A/S,Holstebro,2015-06-30,2014-07-01,66.67,2015-12-16,Holstebro,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21824859,indberetninger-20180424,2.5097417999999996,32260004.0,,2018-03-31T00:05:31.604Z,2015-12-21T07:30:23.604Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-14-DQ,2015-12-21T07:30:23.803Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,
