entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfReviewedFinancialStatement,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnManagementsResponsibilityAuditorsReportOnReviewOfFinancialStatements,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameAndSurnameOfMemberOfExecutiveBoard
32260004,2012-07-01,2012-07-01,c176,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,-319860.0,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1200000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2012-07-01,2012-07-01,c718,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2012-07-01,2012-07-01,c736,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,-1178573.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2012-07-01,2013-06-30,c123,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,-30957.0,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2012-07-01,2013-06-30,c178,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,,-64292.0,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2012-07-01,2013-06-30,c3,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,-30957.0,,-12835.0,-64292.0,12835.0,18930.0,118400.0,22343.0,-12835.0,53300.0,,,,,,,,,,,,,,,,
32260004,2012-07-01,2013-06-30,c737,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,-30957.0,,,,,,,,,,,,,,,,,,,,,,,,,
32260004,2013-06-30,2013-06-30,c180,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,-384152.0,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,1200000.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,,,,,,,,,,,,815848.0,,,,,,,,,,,,,,,
32260004,2013-06-30,2013-06-30,c4,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,-1084530.0,,,,,,,,,,,815848.0,1061683.0,11335.0,125000.0,245835.0,232300.0,1061683.0,2146213.0,815848.0,815848.0,2146213.0,-1209530.0,2146213.0,234500.0,2200.0,
32260004,2013-06-30,2013-06-30,c717,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8vcGRmcy8zMjI2MDAwNDtBcFM0NTY5MDI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf,http://regnskaber.virk.dk/40006223/Y3ZyLmRrOi8veGJybHMvWC01RjdFNzM2My0yMDE0MTIxOF8xMDA0NTlfODkx.xml,,Aulum,7490.0,5.0,Ravnmosevej,"7500, Holstebro","Hostrupsvej, 4",anpartshaverne,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-12-16,2014-12-16,2009-06-11,2014-12-18,32260004.0,89224918.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for NM2 ApS.,"Vi har udfÃ¸rt review af Ã¥rsregnskabet for NM2 ApS for regnskabsÃ¥ret 1. juli 2013 - 30. juni 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter.",Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim NÃ¸rgaard Mogensen,NM2 ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Aulum,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aulum,NM3 A/S,Holstebro,2014-06-30,2013-07-01,66.67,2014-12-16,Holstebro,"Ledelsen har ansvaret for udarbejdelsen af et Ã¥rsregnskab, der giver et retvisende billede i overensstemmelse med Ã¥rsregnskabsloven. Ledelsen har endvidere ansvaret for den interne kontrol, som ledelsen anser nÃ¸dvendig for at udarbejde et Ã¥rsregnskab uden vÃ¦sentlig fejlinformation, uanset om denne skyldes besvigelser eller fejl.",Den uafhÃ¦ngige revisors erklÃ¦ringer (review),urn:ofk:oid:20259557,indberetninger-20180424,2.5118406,32260004.0,,2018-04-01T06:10:08.988Z,2014-12-18T23:00:00.000Z,regnskab,0.0,,2014-06-30,2013-07-01,14-305.708,2014-12-18T23:00:00.000Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
