entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermLiabilitiesOtherThanProvisions,Equity,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
25253507,2016-07-01,2017-06-30,ID_16,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,-1657785.0,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2016-07-01,2017-06-30,ID_18,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,-210941.0,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2016-07-01,2017-06-30,ID_8,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,1868726.0,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,4500.0,250000.0,156454.0,1657785.0,146853.0,182001.0,44221.0,1921959.0,401954.0,303307.0,53233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-06-30,2017-06-30,ID_6,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,33488025.0,17247.0,500000.0,3439028.0,56250.0,26674130.0,8405726.0,33488025.0,6713135.0,667599.0,21643271.0,21432253.0,211018.0,3398280.0,2674431.0,30048997.0,49625.0,25064.0,8405726.0,100760.0,100760.0,12242784.0,13931346.0,921859.0,3314855.0,110500.0,1990092.0,3421781.0,3230022.0,166695.0,210779.0,0.0,32000.0,,
25253507,2017-07-01,2017-07-01,ID_12,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,-500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-07-01,2017-07-01,ID_13,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,-12242784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-07-01,2017-07-01,ID_14,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,-13931346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,2889382.0,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,0.0,0.0,46265.0,2940817.0,263121.0,125837.0,8520.0,2869765.0,46265.0,309386.0,-19617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25253507,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzY5LzgwL2Q4L2UyLzM4ZGUtNGJkYS1iMzUyLTMxZTQ5MGUyODcxZA.pdf,http://regnskaber.virk.dk/70535252/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzE4L2U4LzgzL2VjYzMtNDgyNC1hMzk0LWNkYjM0ZWQxZWM3NQ.xml,true,"2920, Charlottenlund",Holgersvej 7,Til kapitalejerne i Peter Foged Holding ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-30,2018-11-30,2000-03-15,2018-11-30,Peter_Foged@karlinda.dk,25578198.0,25253507.0,mne30154,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Peter Foged Holding ApS.,Ãrsrapport,"Det er endvidere min opfattelse, at ledelsesberetningen indeholder en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kenn W. Hansen,Peter Foged,KPMG,Peter Foged Holding ApS,Peter Mikkelsen,HÃ¸rsholm,2016-07-01,2017-06-30,0.0,"HÃ¸rsholm, 223",2018-06-30,2017-07-01,false,2018-11-30,KÃ¸benhavn,20991596.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26387482,indberetninger-20180424,2.5097342,25253507.0,AWdjo782et7j816DxPVX,2018-11-30T08:02:53.282Z,2018-11-30T08:02:09.473Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-ED-38-KE,2018-11-30T08:02:09.763Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
