entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
33250061,2015-05-01,2016-04-30,c2,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,80000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,4925.0,89388.0,Galten,2015-05-01,2016-04-30,128301.0,164463.0,2017-04-30,2016-05-01,false,false,36162.0,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
33250061,2015-05-01,2016-04-30,c4,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,0.0,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
33250061,2015-05-01,2016-04-30,c6,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,128301.0,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
33250061,2016-04-30,2016-04-30,c8,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,4488344.0,32727.0,200000.0,3688344.0,4331652.0,4488344.0,156692.0,800000.0,800000.0,800000.0,4131652.0,141873.0,3655617.0,156692.0,3655617.0,14819.0
33250061,2016-05-01,2016-05-01,c10,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,4131652.0,,,,,,,,,,,
33250061,2016-05-01,2016-05-01,c11,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,4331652.0,,,,,,,,,,,
33250061,2016-05-01,2016-05-01,c9,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,200000.0,,,,,,,,,,,
33250061,2016-05-01,2017-04-30,c0,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,64000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,5075.0,99495.0,Galten,2015-05-01,2016-04-30,123413.0,158420.0,2017-04-30,2016-05-01,false,false,35007.0,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
33250061,2016-05-01,2017-04-30,c1,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
33250061,2016-05-01,2017-04-30,c12,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzY1L2JjL2Y3LzYxNWUtNGE2NS05OWM3LWIyNDMyMTY1MDc2OQ.xhtml,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzI5L2Y4LzgzL2JmL2Q3MDQtNDRmMS1iMmY2LTI3NDcwOTczNzY2Mg.pdf,http://regnskaber.virk.dk/16005233/ZG9rdW1lbnRsYWdlcjovLzAzLzYyLzI3LzcyLzlhLzZjZTktNGM4Mi05ZTVmLTRhNTdhOWIzYjg0OQ.xml,true,Galten,8464.0,102.0,Ryvej,8464 Galten,Ryvej 102,Regnskabsklasse B,2017-08-03,2017-08-03,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets aktivitet bestÃ¥r i passiv formuepleje.</p>",33250061.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tage Andersen,Tage Andersen,KIRKETOFT RETIREMENT ApS,Tage Andersen,,,Galten,2015-05-01,2016-04-30,123413.0,,2017-04-30,2016-05-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:24391804,indberetninger-20180424,2.5955422,33250061.0,,2018-03-27T12:42:50.619Z,2017-08-03T18:07:43.369Z,regnskab,0.0,,2017-04-30,2016-05-01,X17-AR-06-HA,2017-08-03T18:07:43.508Z,,,,,,,,,,,,,,,,
