entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables
28510551,2013-07-01,2014-06-30,c2,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,-6875.0,28510551.0,100000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,2878.0,6732.0,VallensbÃ¦k Strand,2013-07-01,2014-06-30,96979.0,96979.0,-6875.0,2015-06-30,2014-07-01,0.0,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,96600.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,0.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2013-07-01,2014-06-30,c8,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,379.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2014-06-30,2014-06-30,c10,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,1421246.0,98461.0,125000.0,215069.0,1387304.0,1421246.0,33942.0,1206177.0,1206177.0,1206177.0,33142.0,0.0,96600.0,706177.0,459527.0,33942.0,800.0,116608.0,116608.0,0.0
28510551,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,-6250.0,28510551.0,96817.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,2477.0,3899.0,VallensbÃ¦k Strand,2013-07-01,2014-06-30,93293.0,91989.0,-6250.0,2015-06-30,2014-07-01,-1304.0,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,99800.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,96817.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
28510551,2014-07-01,2015-06-30,c7,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2Y5LzQ3L2U2LzgzNjAtNGJiZS04ZWM3LTQ1MWZiNTI5MDA5Yg.xhtml,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzQzL2Q4L2IwLzBjLzAzZDEtNGQ1YS1hODYwLTdjOTUyNTE5MDNlYw.pdf,http://regnskaber.virk.dk/15501582/ZG9rdW1lbnRsYWdlcjovLzAzLzhjLzZmLzczL2MzLzhlN2YtNGE0OC1hNzA2LTA4YjM0MmMyOWRjOA.xml,VallensbÃ¦k Strand,2665.0,9.0,VallÃ¸vej,1864 Frederiksberg C,Grundtvigsvej 27,Regnskabsklasse B,2015-09-23,2015-11-30,,28510551.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Jensen,Allan Stenbryggen Nielsen,A.S. NIELSEN HOLDING ApS,Regnskab & BogfÃ¸ring ApS,,,VallensbÃ¦k Strand,2013-07-01,2014-06-30,-103324.0,,,2015-06-30,2014-07-01,,Ingen bistand,urn:ofk:oid:21679757,indberetninger-20180424,2.5927877,28510551.0,,2018-03-30T16:53:23.281Z,2015-11-30T11:12:47.412Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-59-YV,2015-11-30T11:12:54.322Z,,,,,,,,,,,,,,,,,,,,
