entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,Dividend,FaxNumberOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,EmployeeBenefitsExpense,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DescriptionOfAuditor,NameAndSurnameOfAuditor,AdditionsToPropertyPlantAndEquipment,NameAndSurnameOfMemberOfSupervisoryBoard,DividendPaid
13611130,2014-04-01,2015-03-31,c173,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",20000000.0,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2014-04-01,2015-03-31,c195,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",-17504432.0,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2014-04-01,2015-03-31,c4,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",2495568.0,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,0.0,5289.0,40.0,821360.0,79201.0,79201.0,29526699.0,783102.0,0.0,22128.0,2205209.0,3322217.0,269531.0,826649.0,26268857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2015-03-31,2015-03-31,c1294,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,790525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2015-03-31,2015-03-31,c5,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,39670356.0,1059572.0,790525.0,39516037.0,50011.0,183433.0,29783380.0,72244.0,12272.0,39670356.0,9886976.0,69803.0,154319.0,69803.0,5008382.0,189192.0,84516.0,20000000.0,8992855.0,924327.0,9886976.0,3628616.0,38456465.0,34793673.0,0.0,275275.0,325651.0,2964881.0,,,,,,,
13611130,2015-04-01,2015-04-01,c235,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442827.0,515071.0,,,,,
13611130,2015-04-01,2015-04-01,c242,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46703.0,58975.0,,,,,
13611130,2015-04-01,2015-04-01,c312,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,790525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2015-04-01,2015-04-01,c351,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,8992855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2015-04-01,2015-04-01,c357,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzA4L2YyL2JkLzk3NjYtNGY4ZS04YjcwLTFlZDM1ZTk5NjA2ZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2I2LzMxLzAyL2E5LzUyN2EtNDlmNS04MTE1LThiYzBiYmYxOTcxOQ.xml,Aarhus C,8100.0,25.0,VÃ¦rkmestergade,Aalborg SV,9200.0,5 A,Sofiendalsvej,"Postboks 330, 8100 Aarhus C",VÃ¦rkmestergade 25,Regnskabsklasse B,2016-08-31,2016-08-31,2016-08-31,0.0,99301101.0,13611130.0,30700228.0,Ãrsrapport,Grimur Thor Lund,Grimur Thor Lund,Danske Bank,Aveva Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1.0,"Aalborg, den",,Aalborg,2016-03-31,2015-04-01,2016-08-31,"Aarhus, den",99301100.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:22948394,indberetninger-20180424,2.5116906,13611130.0,,2018-03-28T19:18:38.323Z,2016-09-07T05:11:00.618Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BD-64-ZQ,2016-09-07T05:11:00.800Z,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
