entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
13611130,2016-04-01,2016-04-01,c696,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,790525.0,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2016-04-01,2016-04-01,c717,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,10179643.0,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2016-04-01,2017-03-31,c54,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,41.0,121867.0,29244364.0,31769160.0,65000.0,750.0,1804735.0,2338679.0,2402929.0,533944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2016-04-01,2017-03-31,c69,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,1804735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2017-03-31,2017-03-31,c70,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,12774903.0,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,19846930.0,1685689.0,790525.0,19145438.0,0.0,180442.0,648511.0,6380.0,19846930.0,7058411.0,46601.0,701492.0,46601.0,5386257.0,326610.0,654891.0,13616.0,13616.0,11984378.0,409253.0,7058411.0,971098.0,17459749.0,15872841.0,0.0,181474.0,291803.0,898382.0,
13611130,2017-04-01,2018-03-31,c1,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,39.0,299988.0,43343809.0,47048482.0,48844.0,1211.0,2608175.0,3357052.0,3404685.0,748877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2017-04-01,2018-03-31,c1963,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2017-04-01,2018-03-31,c68,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,2608175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13611130,2017-04-01,2018-03-31,c84,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James Singer Kidd
13611130,2017-04-01,2018-03-31,c85,,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzc3L2RiLzM3L2JlNmUtNDRmMi1iODg5LWFmMzE3ZWUwMGFhZA.pdf,http://regnskaber.virk.dk/03111631/ZG9rdW1lbnRsYWdlcjovLzAzLzUxLzcwLzc3LzNjLzM0MDItNDc0NC1hMTI4LTA4ZjljMDMxMDRkNw.xml,Danmark,Aarhus,8100.0,25.0,VÃ¦rkmestergsde 25,Aalborg SV,9200.0,5 A,Sofiendalsvej,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2018-07-06,2018-08-06,Statsaut. revisor,,30700228.0,13611130.0,mne24825,Ãrsrapport,Henrik P. Jensen,Grimur Thor Lund,Grimur Thor Lund,Ernst & Young,Aveva Denmark A/S,Beierholm,Aalborg,2016-04-01,2017-03-31,Aalborg,2018-03-31,2017-04-01,2018-07-06,Aarhus,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:26016025,indberetninger-20180424,2.5122902000000003,13611130.0,AWUPdUWoKQjPMJ1Huedx,2018-08-06T13:38:13.421Z,2018-08-06T13:37:45.897Z,regnskab,0.0,,2018-03-31,2017-04-01,X18-AU-47-XJ,2018-08-06T13:37:46.064Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Mathew Ward
