entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33595042,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,55839.0,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",2489825.0,2343880.0,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,3253.0,104.0,Slangerup,2015-01-01,2015-12-31,-154881.0,-204933.0,-201784.0,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,-50052.0,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33595042,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,101200.0,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33595042,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,-256081.0,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33595042,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,1025100.0,271016.0,70000.0,80000.0,869712.0,0.0,0.0,181311.0,67888.0,87500.0,87500.0,1025100.0,842429.0,155388.0,650682.0,5089.0,67888.0,101200.0,1360.0,1360.0,111.0,4113.0,842429.0,598696.0,16000.0,187634.0,507607.0,,,
33595042,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,
33595042,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,
33595042,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,101200.0,,,,,,,,,,,,,,,,,,,,,,
33595042,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,181311.0,,,,,,,,,,,,,,,,,,,,,,
33595042,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,46698.0,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",2265373.0,2087736.0,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,1406.0,0.0,Slangerup,2015-01-01,2015-12-31,-178322.0,-225741.0,-224335.0,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,-47419.0,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,101200.0,,
33595042,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2RjLzE3L2ZlLzJlLzIwYjItNGY3Yy1hNGZkLTRhNjYwYzk2NjFjMg.xhtml,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzLzMyLzU0L2Q1LzY1Lzc1YWEtNDc1YS05MDYwLWViZWM2N2I3MDJiZQ.pdf,http://regnskaber.virk.dk/24059533/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2E1LzlmLzkyLzFmYzEtNGI0NC1iYzUzLWZmY2RhZmJkOTM3ZA.xml,true,Danmark,DK,Kgs. Lyngby,2800.0,"54, 1",Lyngby Hovedgade,Slangerup,3550.0,50.0,Kongensgade,2800.0,"Lyngby Hovedgade 54 A, 1. sal",Til kapitalejerne i TÃ¸mrermester Michael Frost ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-11,2017-05-31,,Statsautoriseret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har leje- eller leasingforpligtelser ved Ã¥rets udgang for kr. 55.552.</p>",,,33595042.0,1016290358.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Michael Bo Andersen,Michael Frost,Michael Angelo Frost,TÃMRERMESTER MICHAEL FROST ApS,MBA Revision / Michael Bo Andersen,,,Slangerup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-05-11,Kgs. Lyngby,,20892224.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24143721,indberetninger-20180424,2.5949432999999997,33595042.0,,2018-03-29T05:03:37.729Z,2017-06-08T08:32:27.783Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AL-36-AV,2017-06-08T08:32:27.998Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33150482.0,MBA STATSAUTORISERET REVISIONSANPARTSSELSKAB
