entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,OutstandingDebtAgainstCreditor,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,EmployeeBenefitsExpense,GrossProfitLoss,OtherAdjustmentsOfFinanceExpenses,OtherAdjustmentsOfFinanceIncome,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermLiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,SharePremium,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
29191581,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",94029.0,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29191581,2013-01-01,2013-12-31,c4,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",94029.0,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,-5000.0,458837.0,547402.0,2242.0,2706.0,2242.0,2706.0,18981.0,89029.0,88565.0,-5000.0,439856.0,,,,,,,,,,,,,,,,,,,,,,,,
29191581,2013-12-31,2013-12-31,c1294,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,
29191581,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,3179615.0,2965997.0,67275.0,500000.0,3179615.0,56710.0,-6318332.0,3179615.0,9497947.0,6584121.0,6584121.0,171602.0,14633.0,-7743332.0,925000.0,106303.0,2913826.0,1492200.0,1133444.0,213618.0,10277.0,75000.0,
29191581,2014-01-01,2014-01-01,c312,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,
29191581,2014-01-01,2014-01-01,c321,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,925000.0,,,,,,,,,,,,,,,,
29191581,2014-01-01,2014-01-01,c351,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,-7743332.0,,,,,,,,,,,,,,,,
29191581,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",95744.0,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,0.0,1035899.0,1132020.0,385.0,8.0,385.0,8.0,45133.0,95744.0,96121.0,0.0,990766.0,,,,,,,,,,,,,,,,,,,,,,,,
29191581,2014-01-01,2014-12-31,c106,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29191581,2014-01-01,2014-12-31,c1456,,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2NiL2UyLzM3LzUzOWQtNGY3My1hODE0LTM2YWE3Nzg3NmY0Yg.pdf,http://regnskaber.virk.dk/18519192/ZG9rdW1lbnRsYWdlcjovLzAzL2FjL2YyLzI0LzU0LzA3OTYtNDA2My1iOGQ5LThlNDgyMzQ0YjNkMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,Taastrup,2630.0,20-22,TaastrupgÃ¥rdsvej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-06-01,2015-06-01,2005-11-21,2015-06-01,statsaut. revisor,36915001.0,www.efecte.dk,29191581.0,30700228.0,Ãrsrapport,Lissen Fagerlin Hammer,Jani Kristian Ruohola,Sakari Ossian Suhonen,Nordea Bank A/S,Efecte Denmark A/S,Ernst & Young Godkendt Revisionspartnerselskab,1000.0,5838335.0,"KÃ¸benhavn, den",,HÃ¸je-Taastrup,2014-12-31,2014-01-01,2015-06-01,"KÃ¸benhavn, den",36915090.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5437765,indberetninger-20180424,2.5124297,29191581.0,,2018-03-30T12:15:01.238Z,2015-06-03T13:43:05.396Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AD-08-WE,2015-06-03T13:43:05.468Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
