entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
29446237,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,16.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,4457420.0,6640064.0,13029397.0,786566.0,1138.0,871022.0,1146485.0,1931913.0,275463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_15,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,52900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_17,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,818122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-12-31,2017-12-31,ID_10,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,,,,,32282195.0,500000.0,1578805.0,274074.0,40000.0,9485884.0,19794980.0,289000.0,32282195.0,20315152.0,1356634.0,5566940.0,40000.0,5506539.0,12430113.0,289000.0,30703390.0,272411.0,0.0,10868410.0,30663390.0,52900.0,2481159.0,2481159.0,4832909.0,4100075.0,1328453.0,7885039.0,5706852.0,0.0,1289805.0,29781.0,577323.0,985950.0,,,
29446237,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,4792242.0,7065431.0,13157868.0,612145.0,0.0,535771.0,688050.0,1300195.0,152279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,16.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2018-01-01,2018-12-31,ID_14,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,54000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2018-01-01,2018-12-31,ID_16,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzY5L2U4L2M5L2ZlL2MyZDAtNDE2MC1iNzA0LTBhYmNlMTU0N2M1YQ.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzk4LzgwL2FhL2Q2L2M0YmMtNGVmMi05ZjE4LTlmMjA3ZDBiOTRkZQ.xml,true,"7100, Vejle","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",2019-02-22,2019-02-22,2019-05-24,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD-R",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2017-01-01,2017-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Rebild, 840",2018-12-31,2018-01-01,false,2019-02-22,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:27248982,indberetninger-20180424,2.5124211,29446237.0,AWr5O2BuRYGX6_YTIEUH,2019-05-27T12:20:18.761Z,2019-05-27T12:19:38.820Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-08-QW,2019-05-27T12:19:39.010Z,,,,,,481771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
