entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermDebtToOtherCreditInstitutions,LongtermInvestmentsAndReceivables,LongtermLeaseCommitments,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
29446237,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,15.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2016-01-01,2016-12-31,ID_13,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,4482471.0,6634318.0,14081751.0,1205598.0,8605.0,1380078.0,1767969.0,2964962.0,387891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2016-01-01,2016-12-31,ID_15,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,-51700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2016-01-01,2016-12-31,ID_17,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,-1328378.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2016-12-31,2016-12-31,ID_10,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,,,,,29861321.0,500000.0,1363939.0,297015.0,40000.0,8666564.0,18315413.0,289000.0,29861321.0,18984394.0,1652254.0,5306639.0,40000.0,5865307.0,12824200.0,289000.0,28497382.0,313467.0,10141969.0,28457382.0,51700.0,2210363.0,2210363.0,4014789.0,4100075.0,115752.0,6160194.0,5393164.0,112155.0,1074939.0,0.0,225656.0,777924.0,,,
29446237,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,4457420.0,6534309.0,12923642.0,786566.0,1138.0,871022.0,1146485.0,1931913.0,275463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,16.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,-52900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29446237,2017-01-01,2017-12-31,ID_16,,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzE1LzA4L2VjLzU1LzlkOGUtNDUyYi04YzVlLTRjNGUwNmU3YzE4Yg.pdf,http://regnskaber.virk.dk/73264492/ZG9rdW1lbnRsYWdlcjovLzAzLzhhL2M1LzEyL2I1L2NjMGQtNDEwOC04Y2JmLWE0MTAzNjdhNzE5Yg.xml,true,"Vejle, 7100","Porschevej 3, 1",Til kapitalejerne i SÃ¸nderup-Suldrup Maskinstation A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-02-27,2018-02-27,2018-05-28,19553876.0,29446237.0,19553876.0,mne2376,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SÃ¸nderup-Suldrup Maskinstation A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.","Torben Bastrup, HD",Hans Jensen - SÃ¸nderup,LDM Revision,SÃ¸nderup-Suldrup Maskinstation A/S,"LDM Revision, Registreret Revisionsanpartsselskab",Suldrup,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-02-27,Vejle,Bestyrelsesmedlem/DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25556439,indberetninger-20180424,2.5124277999999998,29446237.0,AWOlmN460wkEsASktEDJ,2018-05-28T07:16:05.646Z,2018-05-28T06:24:44.842Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-73-LU,2018-05-28T06:24:45.042Z,,,,,,-818122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
