entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid
16823007,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",55818.0,-55818.0,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,643426.0,Nordby,2015-01-01,2015-12-31,455235.0,587608.0,-55818.0,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",132373.0,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,,,,,,,,,,,,
16823007,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,400000.0,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,,,,,,,,,,,,
16823007,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,55235.0,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,,,,,,,,,,,,
16823007,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,9129343.0,452773.0,200000.0,9129343.0,9113343.0,9129343.0,16000.0,8573572.0,16000.0,400000.0,8513343.0,8573572.0,16000.0,102998.0,102998.0,
16823007,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,8513343.0,,,,,,,,,,,
16823007,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,400000.0,,,,,,,,,,,
16823007,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,9113343.0,,,,,,,,,,,
16823007,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,200000.0,,,,,,,,,,,
16823007,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",55842.0,-55842.0,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,784084.0,Nordby,2015-01-01,2015-12-31,574172.0,728242.0,-55842.0,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",154070.0,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,,,,,,,,,,,,400000.0
16823007,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzNlLzY3Lzk2LzcyL2FmMjgtNDFjZi1hMzU3LWQxMTcyMTZjMmYyMw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzgyL2FiLzhhLzQzLzM2ZWYtNDQzYi1hNWRjLTdjMDRmYTZmN2RjNw.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzA5LzM3L2E4LzI5L2JjMjQtNDExYy1hYTYyLWFkOTU2YmViYmVjMw.xml,true,FanÃ¸,6720.0,1.0,Toften,7.0,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2017-02-14,2017-02-14,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Kurt Holm Hansen,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,"Det indstilles til generalforsamlingen, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.",,86132280.0,true,false,false,false,false,Ingen bistand,urn:ofk:oid:23481751,indberetninger-20180424,2.59278,16823007.0,,2018-03-27T15:39:41.181Z,2017-02-14T11:15:52.339Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AC-10-ZG,2017-02-14T11:15:52.516Z,,,,,,,,,,,,,,,,
