entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TelephoneNumberOfReportingEntity,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,DividendPaid
16823007,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",55842.0,-55842.0,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,784084.0,Nordby,2016-01-01,2016-12-31,574172.0,728242.0,-55842.0,2017-12-31,2017-01-01,154070.0,29275628.0,true,false,false,false,false,Ingen bistand,0.0,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,,,,,,,,,,,,
16823007,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,403400.0,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,,,,,,,,,,,,
16823007,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,170772.0,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,,,,,,,,,,,,
16823007,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,9303515.0,477606.0,200000.0,9303515.0,9287515.0,9303515.0,16000.0,8760343.0,16000.0,403400.0,8684115.0,8760343.0,16000.0,65566.0,65566.0,
16823007,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,8684115.0,,,,,,,,,,,
16823007,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,403400.0,,,,,,,,,,,
16823007,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,9287515.0,,,,,,,,,,,
16823007,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,200000.0,,,,,,,,,,,
16823007,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",53258.0,-53258.0,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,699432.0,Nordby,2016-01-01,2016-12-31,443206.0,546174.0,-153258.0,2017-12-31,2017-01-01,102968.0,29275628.0,true,false,false,false,false,Ingen bistand,100000.0,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,,,,,,,,,,,,403400.0
16823007,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2E1LzVhL2Q4L2NmLzZmNTItNDI2YS04NTRmLWE4YzI1OTUyYmY1Yw.xhtml,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzL2UwLzE5L2NjLzc4LzA1NTQtNGI5Ny04OTY3LTg1NDg4NzM0YmM4YQ.pdf,http://regnskaber.virk.dk/70032861/ZG9rdW1lbnRsYWdlcjovLzAzLzRiL2I5Lzc3Lzc4LzQzZWQtNDg5Zi1hNGE2LWMzMDg3ZWUxMDBjNQ.xml,true,FanÃ¸,6720.0,1.0,Toften,7100 vejle,roms hule 8,"Regnskabsklasse B, mikrovirksomhed",2018-01-12,2018-01-12,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er kÃ¸b og salg af vÃ¦rdipapirer.</p>",,,16823007.0,Ãrsrapport,Hans Afzelius,Hans-Wilhelm Afzelius,HANS AFZELIUS INVEST ApS,holm hansen p/s,,Nordby,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,29275628.0,true,false,false,false,false,Ingen bistand,,urn:ofk:oid:24944940,indberetninger-20180424,2.5926156000000002,16823007.0,,2018-04-03T15:04:55.849Z,2018-01-12T12:36:04.784Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AA-33-ES,2018-01-12T12:36:04.937Z,,,,,,,,,,,,,,,,
