entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfLongtermLiabilities,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
28865031,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",1185216.0,1726985.0,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,56469.0,22461.0,Aalborg,2017-01-01,2017-12-31,394149.0,507761.0,541769.0,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,113612.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,,,
28865031,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,3471359.0,676079.0,500000.0,3471359.0,221332.0,1224558.0,2126444.0,3471359.0,2246801.0,610347.0,610347.0,2126444.0,791814.0,67577.0,724558.0,154020.0,1636454.0,668836.0,39160.0,651460.0,379927.0,,,
28865031,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,724558.0,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-01-01,c13,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,1224558.0,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",1151974.0,1630549.0,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,33913.0,1693.0,Aalborg,2017-01-01,2017-12-31,344759.0,446355.0,478575.0,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,101596.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,36717785.0,Kvist & Jensen Statsautoriseret Revisionspartnerselskab,
28865031,2018-01-01,2018-12-31,c14,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,0.0,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-12-31,c15,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,344759.0,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,,,
28865031,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzJiLzk5L2Q0LzcyL2ZhYWItNGM5NC04Y2EzLWE4NzgzYWY3YmZiYw.xhtml,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzLzliL2NlL2IyLzY2L2U1NjktNDAzYi1iODA1LTYxZDFhYmRhNWM2YQ.pdf,http://regnskaber.virk.dk/13056882/ZG9rdW1lbnRsYWdlcjovLzAzL2I4L2QyL2Y2LzkyL2Q4NDgtNGYyOS1hYWFjLTZiNjBkNzFiNzg3MA.xml,true,Danmark,DK,Aalborg,9000.0,"1, 1",Danalien,Aalborg SV,9200.0,12.0,Vandmanden,9000.0,"Danalien 1, 1",Til den daglige ledelse i Astro A/S,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,4.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-13,2019-05-23,Registreret Revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen del af de langfristede gÃ¦ldsforpligtelser forfalder efter 5 Ã¥r.</p>",,,28865031.0,mne31389,1022876658.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Henrik Hagelquist,Inge Persson,Inge Persson,ASTRO A/S,Ann SÃ¸rensen,,,Aalborg,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,2019-05-13,Aalborg,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27249498,indberetninger-20180424,2.5949402000000004,28865031.0,AWr5SFZrRYGX6_YTIEX5,2019-05-27T12:33:52.379Z,2019-05-27T12:33:48.132Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BG-30-WL,2019-05-27T12:33:48.367Z,,,,,,,,,,,,,,,,,,,,,,,,
