entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTradePayables
35207384,2016-10-01,2016-10-01,c720,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",80000.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
35207384,2016-10-01,2016-10-01,c741,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",-82522.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
35207384,2016-10-01,2017-09-30,c123,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,-13684.0,,,,,,,,,,,,,,,,,,
35207384,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,-13684.0,-20258.0,169.0,227.0,58.0,-20485.0,-20258.0,-6801.0,,,,,,,,,,,
35207384,2016-10-01,2017-09-30,c742,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,-13684.0,,,,,,,,,,,,,,,,,,
35207384,2017-09-30,2017-09-30,c4,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",-16206.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,3697.0,3697.0,80000.0,3697.0,3697.0,19903.0,12500.0,-96206.0,19903.0,6368.0,1035.0
35207384,2017-09-30,2017-09-30,c722,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",80000.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
35207384,2017-09-30,2017-09-30,c743,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",-96206.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
35207384,2017-10-01,2017-10-01,c181,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",80000.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
35207384,2017-10-01,2017-10-01,c199,,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzNkL2I5LzIxL2QwLzgwNTEtNGFhZi05ZDNiLWFhMGFlNjc1N2FmMg.pdf,http://regnskaber.virk.dk/48370253/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2VlLzEzLzE2L2I4ODItNDMxNi1hZjFlLTgwYTVhOTBkOWFiNw.xml,Danmark,Skjern,6900.0,130.0,Ãstergade,Skjern,6900.0,3.0,Banktorvet,Skjern,6900.0,67.0,Bredgade,Hemmet,6893.0,101.0,Tarmvej,"6900, Skjern","Ãstergade, 130",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-03-12,2019-03-12,2013-04-02,2019-03-12,statsautoriseret revisor,"Andre eksterne omkostninger omfatter omkostninger til administration, lokaler mv.",-96206.0,36560509.0,35207384.0,36560509.0,mne10734,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017/18 for Galgebjerge Vind ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Kim Rune Brarup,Jens Kirkegaard Pedersen,Jens Kirkegaard Pedersen,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Skjern Bank,Kirk Larsen & Ascanius,Galgebjerge Vind ApS,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",Hemmet,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,RingkÃ¸bing-Skjern Kommune,2018-09-30,2017-10-01,2019-03-12,Skjern,88 81 11 88,direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26817422,indberetninger-20180424,2.5124211,35207384.0,AWl2CG87RYGX6_YTF0iY,2019-03-13T07:51:21.081Z,2019-03-13T07:50:57.509Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AR-83-PP,2019-03-13T07:50:57.644Z,,,,,,,,,,,,,,,,,,,
