entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,CostOfProduction,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DistributionCosts,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherOperatingExpenses,OtherOperatingIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Provisions,ProvisionsForDeferredTax,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermLiabilitiesOtherThanProvisions,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables
35850414,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,0.0,Regnskabsklasse B,0.0,2017-05-30,2017-05-30,0.0,0.0,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,0.0,0.0,0.0,0.0,0.0,HÃ¸rning,2015-01-01,2015-12-31,0.0,0.0,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",0.0,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2015-01-01,2015-12-31,c8,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35850414,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,0.0,Regnskabsklasse B,0.0,2017-05-30,2017-05-30,0.0,0.0,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,0.0,0.0,0.0,0.0,0.0,HÃ¸rning,2015-01-01,2015-12-31,0.0,0.0,0.0,0.0,0.0,2016-12-31,2016-01-01,0.0,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",0.0,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850414,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzU2L2UwL2IxLzhhL2YyNzAtNDk0YS04MDQ2LWRiYTUxZjJiN2Q0Yw.xhtml,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzc0LzJmLzg1LzA4NGEtNDMzMi1hMDFkLWQ3YTZhYTUyZjRjZQ.pdf,http://regnskaber.virk.dk/41405853/ZG9rdW1lbnRsYWdlcjovLzAzLzA2L2M1LzBmLzQ5LzhkMzYtNGMyMS1iZGZiLTk3ZTFhNjEyNWQwMg.xml,true,Danmark,DK,Ãrhus C,8000.0,11.0,SÃ¸nder Alle,HÃ¸rning,8362.0,313.0,ÃstergÃ¥rds Alle,8362 HÃ¸rning,ÃstergÃ¥rds AllÃ© 313,,Regnskabsklasse B,,2017-05-30,2017-05-30,,,35850414.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Kristian Kolding Jensen,Kristian Kolding Jensen,Spar Nord,MERCURY TRADING & SERVICES IVS,Kristian Kolding Jensen,,,,,,HÃ¸rning,2015-01-01,2015-12-31,0.0,,,0.0,0.0,2016-12-31,2016-01-01,,false,false,0.0,"Revision fravÃ¦lges for det kommende regnskabsÃ¥r, da Direktionen vurderer, at virksomheden lever op til kravene herfor.",,22203446.0,false,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:23999476,indberetninger-20180424,2.5955529999999998,35850414.0,,2018-03-28T13:45:08.904Z,2017-05-30T21:23:46.609Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AK-63-YC,2017-05-30T21:23:46.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
