entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,Equity,FaxNumberOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,NumberOfIssuedShares,PlaceOfSignatureOfStatement,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,Dividend,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,EmployeeBenefitsExpense,GrossProfitLoss,InterestIncomeFromGroupEnterprises,OtherAdjustmentsOfFinanceExpenses,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,NominalValueOfIssuedShares,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
63395013,2013-01-01,2013-01-01,c309,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,2000000.0,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-01-01,c354,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,10884742.0,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-01-01,c360,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,0.0,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-12-31,c175,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-12-31,c195,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,787819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-12-31,c355,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,787819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-12-31,c361,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-01-01,2013-12-31,c4,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,787819.0,,-23147.0,5.0,296254.0,2949028.0,3626977.0,397688.0,14711.0,50481.0,14711.0,397688.0,179608.0,1060926.0,677949.0,28226.0,273107.0,2690713.0,,,,,,,,,,,,,,,,,,,,,,
63395013,2013-12-31,2013-12-31,c1294,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,,,,,,,,,,,,,,,,,,2000000.0,,,,,,,,,,,,,,,,,,,,,
63395013,2013-12-31,2013-12-31,c5,,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzJiLzc0LzM0LzNiODAtNGU0ZS1iM2FlLWU0M2QyYmZhZTM0Yg.pdf,http://regnskaber.virk.dk/31059336/ZG9rdW1lbnRsYWdlcjovLzAzL2E3LzZmLzc5L2Y0L2U0YTUtNDJlOS1hMjhlLWQzZDM5ZWVkMzdlMg.xml,Frederiksberg,2000.0,4.0,Osvald Helmuths Vej,SÃ¸borg,2860.0,16.0,Transformervej,"Postboks 250, 2000 Frederiksberg",Osvald Helmuths Vej 4,Regnskabsklasse B,2015-05-12,2015-05-12,2015-05-12,statsaut. revisor,13672561.0,44575860.0,www.valoratrade.dk,63395013.0,30700228.0,Ãrsrapport,Henrik Reedtz,Hanne Magnussen,Thomas Pavstrup,Nordea,Valora Trade Denmark Beverages A/S,Ernst & Young Godkendt Revisionspartnerselskab,2000.0,"KÃ¸benhavn, den",Gladsaxe,2014-12-31,2014-01-01,2015-05-12,"KÃ¸benhavn, den",44575859.0,formand,RevisionspÃ¥tegning,urn:ofk:oid:5278062,indberetninger-20180424,2.5118406,63395013.0,,2018-03-30T14:20:48.232Z,2015-05-21T12:56:40.362Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-04-CW,2015-05-21T12:56:40.459Z,,,,,,,,,,,,,,,,,,,,22008929.0,210000.0,2000000.0,22008929.0,40386.0,3041255.0,22008929.0,8336368.0,3041255.0,2484401.0,504075.0,0.0,11672561.0,8336368.0,130935.0,18757674.0,11997161.0,296254.0,5424778.0,6216052.0,
