entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CostExceedsIncomeForTheFinancialYearLongtermReceivables,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33394861,2015-07-01,2016-06-30,ID_10,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,15780.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2015-07-01,2016-06-30,ID_12,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,-253724.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2015-07-01,2016-06-30,ID_6,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,339144.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,-8425.0,315073.0,82817.0,121934.0,345766.0,6622.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2015-07-01,2016-06-30,ID_8,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,-101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-06-30,2016-06-30,ID_5,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,3620713.0,160226.0,80000.0,0.0,1689859.0,787977.0,3620713.0,2832737.0,1930854.0,1930854.0,1104585.0,54585.0,1930854.0,1050000.0,1528627.0,101200.0,606777.0,1528627.0,1728151.0,212500.0,1505311.0,3341.0,1007.0,1007.0,7000.0,
33394861,2016-07-01,2017-06-30,ID_0,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,491255.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,-8613.0,351595.0,117842.0,306413.0,531554.0,40299.0,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-07-01,2017-06-30,ID_1,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,-387855.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-07-01,2017-06-30,ID_2,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Odsgard
33394861,2016-07-01,2017-06-30,ID_3,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFjLzFjLzdhLzlkN2YtNDliMS05YzVjLWY2OGExMDkzZTFkMg.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzgzL2Q1LzA2Lzc4NzgtNGQyZC1hOWFiLWJhMDk0MzA5ODAxZQ.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",2017-11-22,2017-11-22,2011-01-10,2017-11-30,29198535.0,33394861.0,29198535.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2015-07-01,2016-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"161, Glostrup",2017-06-30,2016-07-01,false,2017-11-22,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:24819299,indberetninger-20180424,2.5097437,33394861.0,,2018-03-28T02:29:42.466Z,2017-12-11T07:47:43.139Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BK-43-JA,2017-12-11T07:47:43.273Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
