entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CostExceedsIncomeForTheFinancialYearLongtermReceivables,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33394861,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,-387855.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,491255.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,66446.0,-8613.0,351595.0,306413.0,531554.0,51396.0,40299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,-103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2017-06-30,2017-06-30,ID_5,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,4126184.0,109181.0,80000.0,108834.0,2034901.0,1178032.0,4126184.0,2948153.0,2091283.0,1982449.0,974147.0,136647.0,2091283.0,837500.0,1907880.0,103400.0,994632.0,1907880.0,1974006.0,212500.0,1750782.0,3474.0,17841.0,0.0,17841.0,7250.0,
33394861,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,-692981.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,77414.0,-14513.0,-107235.0,51645.0,-692076.0,544559.0,905.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,798781.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33394861,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael  Odsgard
33394861,2017-07-01,2018-06-30,ID_4,,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2U2L2Y4L2ZmL2U2LzFiNzQtNDVjYS1iYzJmLTZmMmY1NGVmMDhhMw.pdf,http://regnskaber.virk.dk/16849333/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjLzg3L2VhLzczLzEwNjQtNDY0MC05Y2I3LTEzZjliMTQ0NjhiOA.xml,true,"BrÃ¸ndby, 2605","Park AllÃ© 350A, 2.",Til kapitalejerne i Michael Odsgard Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-30,2018-11-30,2011-01-10,2018-11-30,29198535.0,33394861.0,29198535.0,mne30144,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for Michael Odsgard Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jimmi  Christensen,Michael Odsgard,CR Statsautoriseret Revisionsaktieselskab,Michael Odsgard Holding ApS,CR Statsautoriseret Revisionsaktieselskab,Glostrup,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Glostrup, 161",2018-06-30,2017-07-01,false,2018-11-30,BrÃ¸ndby,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26432009,indberetninger-20180424,2.5122902000000003,33394861.0,AWeIMPL5et7j816DxV94,2018-12-07T10:23:08.291Z,2018-12-07T10:22:47.160Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EK-01-RV,2018-12-07T10:22:47.348Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
