entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GainsLossesFromCurrentValueAdjustmentsOfInvestmentProperty,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,OtherInterestExpenses,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DepositsLongtermLiabilitiesOtherThanProvisions,InvestmentProperty,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
27608337,2016-07-01,2016-07-01,c704,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,200000.0,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2016-07-01,2016-07-01,c725,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,3842419.0,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2016-07-01,2017-06-30,c106,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2016-07-01,2017-06-30,c120,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,-1356093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2016-07-01,2017-06-30,c3,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,-1356093.0,-670000.0,119698.0,308118.0,305.0,95327.0,308118.0,956918.0,-1719706.0,-1507220.0,-363613.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2016-07-01,2017-06-30,c726,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,-1356093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2017-06-30,2017-06-30,c4,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,2686326.0,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,6157282.0,36.0,200000.0,3232282.0,122753.0,60450.0,2925000.0,6157282.0,3470956.0,2045884.0,1985434.0,2925000.0,1248000.0,50198.0,2925000.0,0.0,2486326.0,43858.0,1425072.0,3232246.0,3059295.0,115214.0,18000.0,,,,,,,,,,,,
27608337,2017-06-30,2017-06-30,c706,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,200000.0,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2017-06-30,2017-06-30,c727,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,2486326.0,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27608337,2017-07-01,2017-07-01,c148,,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzlkL2RkLzkyL2IyYzEtNDU2Ny04ZGY4LTQ3YzlmZTczNGEwOA.pdf,http://regnskaber.virk.dk/73380672/ZG9rdW1lbnRsYWdlcjovLzAzLzhhLzQyL2UzLzM5L2UxMTAtNDExYi1iMDBiLWNlNDU5OWJkMDA1Zg.xml,Silkeborg,8600.0,1.0,Chr. Winthers Vej,"8600, Silkeborg","Hostrupsgade, 41",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018.",2018-11-22,2018-11-22,2004-02-24,2018-11-29,Egenkapital,,27608337.0,37315664.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2017 - 30. juni 2018 for LP Invest Silkeborg ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Pontoppidan,Lars Pontoppidan,LP Invest Silkeborg ApS,"Revisionshuset Tal & Tanker, Statsautoriseret revisionspartnerselskab",Silkeborg,2016-07-01,2017-06-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Silkeborg,2018-06-30,2017-07-01,2018-11-22,Silkeborg,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26393990,indberetninger-20180424,2.5097342,27608337.0,AWdk3SJlet7j816DxP7p,2018-11-30T13:44:50.518Z,2018-11-30T13:44:30.624Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-54-RT,2018-11-30T13:44:30.835Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-117399.0,917399.0,,,,,,,,,,
