entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
29632146,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,-89699.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,-400000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,489699.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,32424.0,1469768.0,2158803.0,27084.0,629527.0,656611.0,139828.0,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,2310539.0,1280632.0,125000.0,2079244.0,3285.0,791992.0,231295.0,2310539.0,1502827.0,231295.0,406345.0,390511.0,231295.0,400000.0,15720.0,15720.0,266992.0,1502827.0,656163.0,140672.0,798612.0,133518.0,166129.0,404816.0,
29632146,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,250777.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,32424.0,1068484.0,1456461.0,33214.0,322339.0,355553.0,71562.0,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,-200000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,-50777.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29632146,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2FkLzlkL2ZlLzA2ZmUtNGUzYy1hZmMwLWIyYTI4ODg5MGI2NA.pdf,http://regnskaber.virk.dk/64123692/ZG9rdW1lbnRsYWdlcjovLzAzLzk1LzNjLzc0LzIyLzBlMzQtNDM3Ni1hMTFjLWNiOTIwOGM5MGI4Zg.xml,true,"Vejle, 7100",Havnegade 5,Til kapitalejerne i AC Entreprise ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-10,2018-06-10,2006-06-28,2018-06-10,ace.aps@gmail.com,26273110.0,29632146.0,26273110.0,mne17225,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for AC Entreprise ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens Jensen,Allan Clausen,Erhvervsrevisorerne i Vejle ApS,FrÃ¸s Sparekasse,AC Entreprise ApS,"Erhvervsrevisorerne i Vejle ApS, Registrerede revisorer",Kolding,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-06-10,Vejle,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",4054 0059,DirektÃ¸r,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25819089,indberetninger-20180424,2.5097342,29632146.0,AWP8_qES0wkEsASktudl,2018-06-14T06:32:31.103Z,2018-06-14T06:32:10.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-92-GW,2018-06-14T06:32:11.091Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
