entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToIntangibleAssets,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AmortisationOfIntangibleAssets,ClassOfReportingEntity,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,IncreaseOfCapital,NameAndSurnameOfMemberOfSupervisoryBoard
30720377,2013-07-01,2014-06-30,c1,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,-458339.0,67342.0,6209592.0,Regnskabsklasse B,870669.0,2015-11-13,2007-07-01,2015-11-19,-5328207.0,Statsautoriseret revisor,-2177024.0,6761370.0,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,-734302.0,-734302.0,Ãrhus,-616187.0,-998491.0,-1478163.0,-743861.0,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,-105731.0,479672.0,Formand,RevisionspÃ¥tegning,-1455106.0,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2013-07-01,2014-06-30,c30,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,-998491.0,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,22143203.0,11718878.0,29925000.0,10424325.0,2744000.0,12695689.0,0.0,11718878.0,710002.0,22143203.0,9447514.0,11718878.0,3761044.0,1298950.0,0.0,0.0,710002.0,-17229311.0,3579209.0,9447514.0,0.0,9714323.0,2484050.0,2107261.0,3187323.0,,,,,,,
30720377,2014-07-01,2014-07-01,c137,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,29925000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2014-07-01,2014-07-01,c158,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,-17229311.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2014-07-01,2014-07-01,c32,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,21448561.0,33167439.0,,,,,
30720377,2014-07-01,2014-07-01,c88,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705003.0,1705003.0,,,
30720377,2014-07-01,2015-06-30,c0,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,-896000.0,0.0,6209592.0,Regnskabsklasse B,1810653.0,2015-11-13,2007-07-01,2015-11-19,-6209592.0,Statsautoriseret revisor,-3518239.0,6978998.0,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,-996236.0,-996236.0,Ãrhus,-1089471.0,-2830416.0,-3745069.0,-2748833.0,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,-112849.0,914653.0,Formand,RevisionspÃ¥tegning,-2315919.0,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
30720377,2014-07-01,2015-06-30,c138,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7600000.0,
30720377,2014-07-01,2015-06-30,c159,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzIwL2Y5LzM0L2ZmL2Y1Y2EtNDUxMS04OTE4LTA3Nzc4MDJkYjRmYw.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzLzlhLzFiLzQ2LzAwL2QyZjMtNDc5NS1hYjUxLTIxZmVhN2EwMTQwNQ.xml,1.0,10398151.0,131313.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200  Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,,,6209592.0,Regnskabsklasse B,,2015-11-13,2007-07-01,2015-11-19,,Statsautoriseret revisor,,,20222670.0,30720377.0,20222670.0,Ãrsrapport,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,,,Ãrhus,,-2830416.0,,,Ãrhus,2015-06-30,2014-07-01,2015-11-13,Aarhus,,,Formand,RevisionspÃ¥tegning,,urn:ofk:oid:21655110,indberetninger-20180424,2.5124211,30720377.0,,2018-03-30T15:09:39.856Z,2015-11-24T14:21:02.186Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AK-28-HZ,2015-11-24T14:21:02.385Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
