entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToIntangibleAssets,AdditionsToInvestments,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AmortisationOfIntangibleAssets,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,InvestmentsGross,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CompletedDevelopmentProjects,ContributedCapital,ConvertibleProfitYieldingOrDividendYieldingLongtermDebtInstruments,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PrepaymentsForGoods,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndAmortisationOfIntangibleAssets,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,IncreaseOfCapital
30720377,2014-07-01,2015-06-30,c110,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,-2830416.0,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2014-07-01,2015-06-30,c90,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,-2830416.0,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,896000.0,0.0,-1810653.0,6209592.0,3518239.0,6978998.0,996236.0,0.0,-996236.0,1089471.0,-3745069.0,-2748833.0,112849.0,-914653.0,2315919.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2015-06-30,2015-06-30,c112,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,32266681.0,15907437.0,37525000.0,0.0,16227931.0,1848000.0,17465273.0,131313.0,15907437.0,3297330.0,32266681.0,14801408.0,0.0,0.0,2473174.0,16038750.0,0.0,6455232.0,1127291.0,108836.0,131313.0,715320.0,-20059727.0,2346053.0,14801408.0,1862300.0,12930601.0,3244324.0,4137823.0,6710986.0,,,,,,,
30720377,2015-07-01,2015-07-01,c123,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27658153.0,43565590.0,,,,,
30720377,2015-07-01,2015-07-01,c195,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1705003.0,1836316.0,,,
30720377,2015-07-01,2015-07-01,c252,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,37525000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2015-07-01,2015-07-01,c273,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,-20059727.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30720377,2015-07-01,2015-07-01,c285,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
30720377,2015-07-01,2016-06-30,c0,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,-3804952.0,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,972000.0,-22731.0,-2049693.0,6842471.0,3943374.0,7442993.0,1640557.0,78033.0,-1640557.0,1421389.0,-4905376.0,-3342852.0,140160.0,-1100424.0,2381825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
30720377,2015-07-01,2016-06-30,c1,,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzhkLzVhLzY3L2MzZmItNGRkNC1hMWQxLTM3MWEwYWEzZDVkNQ.pdf,http://regnskaber.virk.dk/77302703/ZG9rdW1lbnRsYWdlcjovLzAzL2U1LzkyLzhjLzZhLzBhMTEtNDQzZS05OGZkLWMwZWVkMjUzYThhOQ.xml,1.0,10121558.0,66500.0,143511.0,Aarhus C,8000.0,29.0,Kystvejen,8000 Ãrhus C,Store Torv 12,8200 Ãrhus N,Olof Palmes Alle 40,DK-8000 Aarhus C,Kystvejen 29,6769693.0,Regnskabsklasse B,2016-11-01,2007-07-01,2016-11-16,72778.0,Statsautoriseret revisor,-1705003.0,20222670.0,30720377.0,20222670.0,-1705003.0,Ãrsrapport,66500.0,0.0,0.0,Niels BalshÃ¸j,"Freddy Engel, dirigent",Karsten Ries,Sydbank,Develco Products A/S,BDO Statsautoriseret revisionsaktieselskab,Ãrhus,,Ãrhus,2016-06-30,2015-07-01,2016-11-01,Aarhus,Formand,RevisionspÃ¥tegning,urn:ofk:oid:23195108,indberetninger-20180424,2.5124211,30720377.0,,2018-03-28T23:48:19.999Z,2016-11-25T09:36:42.942Z,regnskab,0.0,,2016-06-30,2015-07-01,X16-BH-55-CD,2016-11-25T09:36:43.134Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
