entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExtraordinaryDividendDistributedAfterEndOfReportingPeriodGross,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
30174445,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,78174.0,92089.0,-500000.0,-133681.0,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",611.0,450139.0,Greve,2016-01-01,2016-12-31,137714.0,145584.0,-303944.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",7870.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,-321200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,183486.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2016-01-01,2016-12-31,ID_16,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2016-12-31,2016-12-31,ID_7,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,10104877.0,358450.0,125000.0,9766124.0,886.0,10022199.0,338753.0,10104877.0,82678.0,338753.0,5139918.0,38508.0,4224870.0,338753.0,0.0,9897199.0,5139918.0,82678.0,534.0,4267756.0,42000.0,43636.0,,
30174445,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,110753.0,74847.0,0.0,-170472.0,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",1331.0,507765.0,Greve,2016-01-01,2016-12-31,158008.0,150362.0,-356072.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",-7646.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,-500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2U5LzlhL2M4LzU2LzEzNDktNDRiYy04Y2Q0LThlNjc5Mjg2YWNkNQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2M2L2FmLzAyLzIyLzc4YjUtNDdkNy1iODY5LTJjNjgzZmJkNDc0Mw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til kapitalejerne i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-05-04,2018-05-04,2006-12-18,2018-05-04,,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2016-01-01,2016-12-31,447792.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2017-12-31,2017-01-01,false,2018-05-04,HÃ¸rsholm,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25422713,indberetninger-20180424,2.5118417999999996,30174445.0,AWM7EzXox8uVRSOdgUZw,2018-05-07T14:49:47.558Z,2018-05-07T14:42:13.457Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AK-85-CE,2018-05-07T14:42:13.627Z,,,,,,,,,,,,,,,,,,,,,,,,,
