entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
30174445,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,110753.0,74847.0,-170472.0,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",1331.0,507765.0,Greve,2017-01-01,2017-12-31,158008.0,150362.0,-356072.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,-7646.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,500000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,-447792.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_16,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,2.0,,,,,,,,,,,,,,,,,,,,
30174445,2017-12-31,2017-12-31,ID_7,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,9792461.0,666777.0,125000.0,9792461.0,916.0,9680207.0,9792461.0,112254.0,9106139.0,5872.0,105800.0,9449407.0,9106139.0,112254.0,61382.0,19545.0,18629.0,45000.0,,
30174445,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,0.0,439638.0,-24023.0,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",272597.0,91.0,Greve,2017-01-01,2017-12-31,-736167.0,-736167.0,-463661.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,0.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
30174445,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2JlLzE3LzdmLzFhZDUtNDczZi1iYmNmLWRhMTZlZWFmNWJhZQ.pdf,http://regnskaber.virk.dk/54447103/ZG9rdW1lbnRsYWdlcjovLzAzLzI4L2QyLzZiL2NjLzljNmMtNDgyYi1hNTZmLWIyYmQ5YTViMjlhMw.xml,true,"2970, HÃ¸rsholm",Hovedgaden 28,Til den daglige ledelse i SpeciallÃ¦gerne Duun ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-28,2019-03-28,2006-12-18,2019-04-04,,,,16563579.0,30174445.0,16563579.0,mne6247,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for SpeciallÃ¦gerne Duun ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Lisbeth Wyrwik,Preben Duun,WYRWIK,SpeciallÃ¦gerne Duun ApS,"WYRWIK, Statsautoriseret Revisionsanpartsselskab",,,Greve,2017-01-01,2017-12-31,-844167.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"253, Greve",2018-12-31,2018-01-01,false,2019-03-28,HÃ¸rsholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26995105,indberetninger-20180424,2.5097403999999996,30174445.0,AWohAHhxRYGX6_YTG5Rq,2019-04-15T12:37:27.003Z,2019-04-15T12:37:19.716Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AY-09-CF,2019-04-15T12:37:19.898Z,,,,,,,,,,,,,,,,,,,,,
