entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
35630783,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,31197.0,Statsautoriseret revisor,511959.0,1036495.0,35630783.0,1014531323.0,-149000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,1282.0,495.0,Risskov,2014-01-01,2014-12-31,210461.0,343552.0,493339.0,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,133091.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35630783,2014-01-01,2014-12-31,c9,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,210461.0,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35630783,2014-12-31,2014-12-31,c11,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,973712.0,269273.0,60000.0,717850.0,8658.0,16100.0,270461.0,178762.0,973712.0,695061.0,77100.0,61000.0,255862.0,245081.0,178762.0,8190.0,8190.0,210461.0,695061.0,0.0,448577.0,124901.0,325079.0,439919.0,,,
35630783,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,44824.0,Statsautoriseret revisor,431522.0,583322.0,35630783.0,1014531323.0,60807.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,9219.0,549.0,Risskov,2014-01-01,2014-12-31,124295.0,159113.0,106976.0,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,34818.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35630783,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,31574994.0,RISSKOV REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB,
35630783,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
35630783,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Mogens BirkebÃ¦k
35630783,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Finn Prang-Andersen
35630783,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Claus Reinhold Andersen
35630783,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzZhL2IxLzNkLzNiYzYtNGIwNS1hYzA3LTVmMThkNmZhODM1OQ.xhtml,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzLzM3Lzc1LzRmL2UzLzRlNWYtNDVhNi05MDM0LTQzOWQxMGQ5Y2U1MA.pdf,http://regnskaber.virk.dk/38703653/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzA5Lzg3LzUzLzUwZDYtNDE0ZS1iNGUxLTM5NTk0NzMyMGE5NA.xml,true,Danmark,DK,Risskov,8240.0,3.0,Brunbjergvej,Risskov,8240.0,7.0,RavnsÃ¸vej,8240  Risskov,Brunbjergvej 3,Til kapitalejerne i FFC Media ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-24,2016-05-26,,Statsautoriseret revisor,,,35630783.0,1014531323.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Tore Christensen,Finn Prang-Andersen,Frank Haunstrup,FFC MEDIA ApS,Risskov Revision Statsautoriseret Revisionsaktieselskab,,,Risskov,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,false,false,2016-05-24,Risskov,Bestyrelsen og direktion anser fortsat betingelserne for at undlade revision for opfyldt.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22457795,indberetninger-20180424,2.59278,35630783.0,,2018-03-29T04:36:10.477Z,2016-05-26T15:49:58.963Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AW-52-VG,2016-05-26T15:49:59.136Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Frank Haunstrup
