entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
18786184,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,12003.0,Registreret revisor,32222.0,148585.0,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,182780.0,198108.0,HelsingÃ¸r,2014-01-01,2014-12-31,88817.0,119688.0,104360.0,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,30871.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,99800.0,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2014-01-01,2014-12-31,c8,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,-10983.0,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2014-12-31,2014-12-31,c10,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,4805984.0,146840.0,125000.0,2170869.0,146838.0,564795.0,2348695.0,4805984.0,4154989.0,286420.0,3794072.0,3794072.0,2635115.0,286420.0,13779.0,5598.0,2348695.0,99800.0,86200.0,86200.0,34295.0,305700.0,360917.0,165000.0,2024029.0,2018431.0,23300.0,12000.0,
18786184,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,7335.0,Registreret revisor,31200.0,211611.0,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,180044.0,103890.0,HelsingÃ¸r,2014-01-01,2014-12-31,68293.0,96922.0,173076.0,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,28629.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Bredlund
18786184,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kim Dahl Eriksen
18786184,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,100000.0,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18786184,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzViLzBjLzE3LzhiYTUtNDdhNi05MGZlLWY2NTIyZmM1NDBlOQ.xhtml,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzIzL2QzL2JjLzI4L2JhODEtNGM0OC1hOGUxLTkxYWMwOTA4ZjNhMA.pdf,http://regnskaber.virk.dk/48168781/ZG9rdW1lbnRsYWdlcjovLzAzLzg1L2RhLzM4LzQ2L2UxOWEtNDk4Yy1hMGMxLTZhMjUzN2U2NjMxNQ.xml,HillerÃ¸d,3400.0,HelsingÃ¸r,3000.0,65.0,Esrumvej,3100  HornbÃ¦k,RÃ¸dtjÃ¸rnevej 11,Til den daglige ledelse i OPHELIA APS,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-03-01,2016-03-16,,Registreret revisor,,,12967594.0,18786184.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Kring,Ole Bredlund,BK-revision,Danske Bank A/S,EJENDOMSSELSKABET OPHELIA ApS,Bjarne Kring,,,HelsingÃ¸r,2014-01-01,2014-12-31,-31707.0,,,2015-12-31,2015-01-01,2016-03-03,HornbÃ¦k,,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22130116,indberetninger-20180424,2.5925577,18786184,,2018-03-29T06:09:42.214Z,2016-03-19T08:57:43.394Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AR-62-ZQ,2016-03-19T08:57:43.558Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
