entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CostOfProduction,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermTaxPayables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermInvestments,OtherReserves,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividend,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
17029630,2013-07-01,2014-06-30,c10,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,54670.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2013-07-01,2014-06-30,c4,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,54670.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,20089.0,27132.0,813.0,28351.0,54670.0,27132.0,47221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2013-07-01,2014-06-30,c6,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,0.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2013-07-01,2014-06-30,c8,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,0.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2014-06-30,2014-06-30,c12,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,254670.0,218862.0,0.0,200000.0,218862.0,254670.0,0.0,0.0,0.0,0.0,0.0,254670.0,0.0,0.0,35808.0,0.0,0.0,0.0,0.0,0.0,0.0,35808.0,35808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54670.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17029630,2014-07-01,2015-06-30,c0,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,93227.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,25949.0,90858.0,1352.0,3721.0,93227.0,90858.0,116807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2014-07-01,2015-06-30,c1,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17029630,2014-07-01,2015-06-30,c2,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jens Baunsgaard
17029630,2014-07-01,2015-06-30,c3,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Baunsgaard
17029630,2014-07-01,2015-06-30,c5,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2I3L2FmL2QwLzY5NzMtNDNkZC04OGMwLTYxNTUwZjVjZGNmNQ.xhtml,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzL2JkLzU0L2YxL2FhLzg3ZDEtNGRhMy05MTJjLTMyYzRkODZjOWM4Yg.pdf,http://regnskaber.virk.dk/03692071/ZG9rdW1lbnRsYWdlcjovLzAzLzk5Lzc1L2Q1LzVjL2VlZTEtNDE1Zi1iZjgyLTQwZTFkZThkMzliNw.xml,Danmark,DK,Silkeborg,8600.0,Hasle,3790.0,36.0,TeglkÃ¥svej,3790 Hasle,TeglkÃ¥svej 36,Regnskabsklasse B,2015-10-18,2015-10-26,sejsdata@hotmail.com,17029630.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jens Baunsgaard,Jens Baunsgaard,Danske Bank,SEJS DATA ApS,Jens Baunsgaard,Hasle,2013-07-01,2014-06-30,0.0,2015-06-30,2014-07-01,Fravalg af revision,0.0,56969636.0,direktÃ¸r,formand,Ingen bistand,urn:ofk:oid:21566708,indberetninger-20180424,2.59278,17029630.0,,2018-03-30T10:45:58.982Z,2015-10-27T16:09:42.867Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AH-71-ED,2015-10-27T16:09:42.997Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
