entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
26256607,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,18300.0,26256607.0,1000765485.0,-305.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,53898.0,427927.0,Skodsborg,2014-01-01,2014-12-31,392024.0,392024.0,18300.0,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,,,,,,,,,,,,,,,,,,
26256607,2014-01-01,2014-12-31,c5,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,49200.0,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,,,,,,,,,,,,,,,,,,
26256607,2014-01-01,2014-12-31,c7,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,342824.0,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,,,,,,,,,,,,,,,,,,
26256607,2014-12-31,2014-12-31,c9,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,5396156.0,29020.0,200000.0,5396156.0,4233215.0,5396156.0,1162941.0,0.0,0.0,0.0,0.0,1897956.0,49200.0,3984015.0,1162941.0,1162941.0,5367136.0,3459227.0,9953.0,,,
26256607,2015-01-01,2015-01-01,c10,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,200000.0,,,,,,,,,,,,,,,,,
26256607,2015-01-01,2015-01-01,c11,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,0.0,,,,,,,,,,,,,,,,,
26256607,2015-01-01,2015-01-01,c12,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,3984015.0,,,,,,,,,,,,,,,,,
26256607,2015-01-01,2015-01-01,c13,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,49200.0,,,,,,,,,,,,,,,,,
26256607,2015-01-01,2015-01-01,c14,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,,26256607.0,1000765485.0,,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,,,Skodsborg,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,4233215.0,,,,,,,,,,,,,,,,,
26256607,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzZmLzdhLzNiL2QwLzU1ZDYtNDdiMy1hMzlmLTAwNDM3MzcwNzFiMg.xhtml,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzUwL2Q1LzYyL2VkMjktNDE0ZC1hNzg1LWZhZmRkOTU2OTU2Nw.pdf,http://regnskaber.virk.dk/70665262/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5LzQ3LzI4L2E5LzYxOGItNDJhZi05NTNmLTRjNDVkNzcwYzJhYw.xml,true,Danmark,DK,Tureby,4682.0,10.0,Ulstrupvej,KÃ¸benhavn V,1620.0,10.0,Vesterbrogade,Skodsborg,2942.0,"18, st th",Skodsborgparken,4682 Tureby,Ulstrupvej 10,Til den daglige ledelse i BIZ Holding ApS:,Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2016-05-16,2016-05-16,Registreret revisor,-5580.0,26256607.0,1000765485.0,0.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Merete Leth,Per Waarst,Per Waarst,Danske Bank,BIZ HOLDING ApS,DM Revision ApS,60922.0,394416.0,Skodsborg,2014-01-01,2014-12-31,327914.0,327914.0,-5580.0,2015-12-31,2015-01-01,true,false,2016-05-16,Tureby,21454747.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22366030,indberetninger-20180424,2.5949402000000004,26256607.0,,2018-03-28T20:09:25.038Z,2016-05-16T10:57:42.661Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AV-37-YQ,2016-05-16T10:57:42.802Z,,,,,,,,,,,,,,,,,,,,49200.0,,
