entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,NumberOfEmployees,OtherInvestmentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,WorkInProgress,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,InvestmentsGross,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,NameOfAuditFirm,TypeOfAuditorAssistance,DisposalsOfPropertyPlantAndEquipment,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment
10954371,2015-07-01,2016-06-30,c174,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,-144830.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",-23978.0,2017-10-27,1987-06-29,2017-10-27,163322.0,Statsautoriseret revisor,659854.0,211749.0,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,152598.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,3044.0,152598.0,2.0,Aars,5630.0,2015-07-01,2016-06-30,-595215.0,-764023.0,-611427.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,17679.0,-168808.0,+45 98 66 13 92,633501.0,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954371,2015-07-01,2016-06-30,c195,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,-595215.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954371,2016-06-30,2016-06-30,c172,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,4398115.0,1072135.0,200000.0,370276.0,654959.0,897661.0,419105.0,4398115.0,3905510.0,479653.0,1875717.0,2.0,322000.0,479653.0,109171.0,23978.0,1396064.0,122329.0,122329.0,525161.0,170276.0,3905510.0,3667137.0,552602.0,0.0,129202.0,528624.0,372500.0,,,,,,,,
10954371,2016-07-01,2016-07-01,c226,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954371,2016-07-01,2016-07-01,c253,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,170276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954371,2016-07-01,2016-07-01,c444,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037318.0,1456423.0,,,,,,
10954371,2016-07-01,2016-07-01,c450,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,322000.0,,,,,,
10954371,2016-07-01,2016-07-01,c456,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480934.0,1135893.0,,,,,,
10954371,2016-07-01,2016-07-01,c570,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",,2017-10-27,1987-06-29,2017-10-27,,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aars,,2015-07-01,2016-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,,,+45 98 66 13 92,,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475630.0,,,,,
10954371,2016-07-01,2017-06-30,c173,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzcwLzg5LzNkL2Q3L2NhNmEtNGFiYS1iZjBiLTQ0NGM2MWE3YjI5ZQ.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzQ0LzU4LzI2L2JlZjItNGM1OC1hMGJhLTRkMjkwMDFlOTdlNw.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,GyvelgÃ¥rdvej 7,DK-9700 BrÃ¸nderslev,Torvet 10,-28349.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017.",54780.0,2017-10-27,1987-06-29,2017-10-27,0.0,Statsautoriseret revisor,464205.0,742187.0,20222670.0,10954371.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2016 - 30. juni 2017 for Bernhard Danielsen ApS.,Ãrsrapport,157002.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,1439.0,157002.0,0.0,Aars,114912.0,2015-07-01,2016-06-30,94549.0,120980.0,277982.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2017-06-30,2016-07-01,true,2017-10-27,BrÃ¸nderslev,9481.0,26431.0,+45 98 66 13 92,338373.0,urn:ofk:oid:24639095,indberetninger-20180424,2.5118406,10954371.0,,2018-03-27T14:19:37.910Z,2017-10-30T07:28:42.332Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-BD-71-LL,2017-10-30T07:28:42.438Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Til kapitalejeren i Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,ErklÃ¦ring om udvidet gennemgang,,
