entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermReceivables,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
10954371,2017-07-01,2018-06-30,c175,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,-1712.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,-1720.0,78988.0,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,88454.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,88491.0,37.0,Aars,2017-07-01,2018-06-30,-6071.0,-7783.0,80708.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,-1720.0,-1712.0,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,,
10954371,2017-07-01,2018-06-30,c214,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,-6071.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,,
10954371,2018-06-30,2018-06-30,c173,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,2188306.0,203015.0,200000.0,458753.0,1538740.0,2188306.0,1637285.0,441480.0,441480.0,441480.0,5071.0,92268.0,92268.0,1538740.0,258753.0,1637285.0,1606394.0,5071.0,30891.0,,
10954371,2018-07-01,2018-07-01,c231,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,200000.0,,,,,,,,,,,,,,,,,
10954371,2018-07-01,2018-07-01,c249,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,258753.0,,,,,,,,,,,,,,,,,
10954371,2018-07-01,2019-06-30,c174,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,-26220.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,189.0,-38390.0,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,79699.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,80601.0,902.0,Aars,2017-07-01,2018-06-30,-92960.0,-119180.0,-38579.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,189.0,-26220.0,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
10954371,2018-07-01,2019-06-30,c213,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,-92960.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,,
10954371,2018-07-01,2019-06-30,c248,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,-92960.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,,
10954371,2018-07-01,2019-06-30,c307,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
10954371,2018-07-01,2019-06-30,c727,,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2M1L2E4Lzk2Lzg1L2ExOGYtNDkzYi1iY2JhLTdjNjk2NGIxOTRmMA.pdf,http://regnskaber.virk.dk/17345901/ZG9rdW1lbnRsYWdlcjovLzAzL2Q3LzdiLzIwLzljL2RkMTYtNDFjNi1iZTFiLWQxOGNlMjlmYTg1ZQ.xml,true,BrÃ¸nderslev,9700.0,10.0,Torvet,Aars,9600.0,5.0,Markedsvej,9600 Aars,StenildhÃ¸jbakken 7,DK-9700 BrÃ¸nderslev,Torvet 10,Til kapitalejeren i Bernhard Danielsen ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-10-18,1987-06-29,2019-10-29,Statsautoriseret revisor,,,20222670.0,10954371.0,20222670.0,mne18468,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Bernhard Danielsen ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Peter MÃ¸ller,Bernhard Danielsen,Bernhard Danielsen,Jutlander Bank,Bernhard Danielsen ApS,BDO Statsautoriseret revisionsaktieselskab,,,Aars,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vesthimmerland,2019-06-30,2018-07-01,true,2019-10-18,BrÃ¸nderslev,,,urn:ofk:oid:27963534,indberetninger-20180424,2.5124211,10954371.0,AW4Xs1ZOIXJRhhXBPB6x,2019-10-29T13:28:05.051Z,2019-10-29T13:27:38.735Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DF-03-ML,2019-10-29T13:27:38.914Z,,,,,,,,,,,,,,,,,,,,,
