entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables
25082184,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,125000.0,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,6370132.0,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,200000.0,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,-131310.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,68690.0,-24457.0,141886.0,254745.0,88402.0,-24457.0,19712.0,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,-131310.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25082184,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,200000.0,200000.0,,,,,,,,,,,,,,,,,,
25082184,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,6563822.0,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,,,6600793.0,304688.0,125000.0,362911.0,0.0,44398.0,6600793.0,36971.0,6237882.0,6237882.0,6237882.0,26971.0,200000.0,6238822.0,36971.0,58223.0,13825.0,10000.0
25082184,2017-12-31,2017-12-31,c706,,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzE1L2M0L2I0L2M5LzBjODItNGVhYi1hYzdlLWE5OWY4OTg3ZWM0Yg.pdf,http://regnskaber.virk.dk/48128052/ZG9rdW1lbnRsYWdlcjovLzAzLzg5L2FiLzExLzQzL2UyM2ItNDQ3OC05MzU0LWM5ODIwNmM4NmU3YQ.xml,Danmark,Randers SÃ,8960.0,3.0,Tronholmen,Hadsten,8370.0,9.0,Plutovej,"8960, Randers SÃ","Tronholmen, 3",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-14,2019-01-14,2019-02-04,statsautoriseret revisor,Egenkapital,randers@kvistjensen.dk,125000.0,36717785.0,25082184.0,36717785.0,mne19677,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for OL Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Finn J. Vammen,Ole Lauridsen,Ole Lauridsen,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",OL Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsten,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,2019-01-14,Randers SÃ,86 41 21 00,RevisionspÃ¥tegning,urn:ofk:oid:26641848,indberetninger-20180424,2.5124211,25082184.0,AWi82kkvet7j816D39aC,2019-02-05T08:51:01.643Z,2019-02-05T08:50:48.047Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AJ-18-SM,2019-02-05T08:50:48.264Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
