entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,IncreaseDecreaseOfRevaluationsAndDevaluationsOfInvestmentsThroughNetExchangeDifferences,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
35810285,2017-05-01,2018-04-30,c175,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,88065.0,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,938282.0,726982.0,726982.0,Ãrsrapport,10738.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,10738.0,Vejle,2017-05-01,2018-04-30,839479.0,839479.0,850217.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,0.0,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,,,
35810285,2017-05-01,2018-04-30,c214,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,839479.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,,,
35810285,2018-04-30,2018-04-30,c173,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,48459385.0,80000.0,48093377.0,48459385.0,366008.0,48459385.0,48459385.0,48459385.0,48013377.0,366008.0,333607.0,0.0,0.0,0.0,12500.0,,,,,
35810285,2018-05-01,2018-05-01,c231,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,80000.0,,,,,,,,,,,,,,,,,
35810285,2018-05-01,2018-05-01,c249,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,48013377.0,,,,,,,,,,,,,,,,,
35810285,2018-05-01,2018-05-01,c584,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,-40225718.0,88685103.0,,,
35810285,2018-05-01,2019-04-30,c174,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,35351.0,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,1974324.0,726982.0,726982.0,Ãrsrapport,13987.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,13987.0,Vejle,2017-05-01,2018-04-30,1927456.0,1924986.0,1938973.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,-2470.0,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning,
35810285,2018-05-01,2019-04-30,c213,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,1927456.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,,,
35810285,2018-05-01,2019-04-30,c248,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,1927456.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,,,
35810285,2018-05-01,2019-04-30,c307,,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2MzL2ZmL2QxL2IzMTctNDY0OS04OWYzLWRkNzMyZGQ3MDljNw.pdf,http://regnskaber.virk.dk/58201853/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2NiL2IyL2M2L2VhNWYtNDExMC1iMDMwLWYzNmIwMTQ4ZmQzMw.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7182 Bredsten,Vingsted Skovvej 11,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Langvad Holding II ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019.",2019-09-19,2014-03-14,2019-09-26,Statsautoriseret revisor,,20222670.0,35810285.0,20222670.0,mne10093,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2018 - 30. april 2019 for Langvad Holding II ApS.,,726982.0,726982.0,Ãrsrapport,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Allan Lund,Klaus Langvad Jensen,Klaus Langvad Jensen,Langvad Holding II ApS,BDO Statsautoriseret revisionsaktieselskab,,Vejle,2017-05-01,2018-04-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2019-04-30,2018-05-01,1974324.0,true,2019-09-19,Vejle,,Formand,urn:ofk:oid:27868703,indberetninger-20180424,2.5118406,35810285.0,AW2BliOLIXJRhhXBOGKj,2019-09-30T09:52:48.211Z,2019-09-30T09:52:42.855Z,regnskab,0.0,,2019-04-30,2018-05-01,X19-CX-85-LM,2019-09-30T09:52:43.028Z,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
