entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ReserveForEntrepreneurialCompany,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
36455128,2014-11-26,2015-12-31,c2,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,409378.0,430782.0,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,66.0,0.0,KÃ¸benhavn,2014-11-26,2015-12-31,10350.0,21338.0,21404.0,2016-12-31,2016-01-01,false,false,10988.0,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,,,,,,,,,,,,
36455128,2014-11-26,2015-12-31,c4,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,2588.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,,,,,,,,,,,,
36455128,2014-11-26,2015-12-31,c6,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,7762.0,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,,,,,,,,,,,,
36455128,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,97337.0,42069.0,1000.0,97337.0,11350.0,97337.0,85987.0,22430.0,2588.0,7762.0,85987.0,55268.0,10988.0,52569.0,55268.0,
36455128,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,2588.0,,,,,,,,,,,
36455128,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,7762.0,,,,,,,,,,,
36455128,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,0.0,,,,,,,,,,,
36455128,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,11350.0,,,,,,,,,,,
36455128,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,,,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,,,KÃ¸benhavn,2014-11-26,2015-12-31,,,,2016-12-31,2016-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,1000.0,,,,,,,,,,,
36455128,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzkyL2M3LzA4Lzc1L2Y2OTctNGYxZS1hMDUxLThlMzNlMTJlOWM2Ng.xhtml,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzAwLzk0LzIwL2E5LzVhOWItNDBlMi05MWFmLTJiNjk1MzMxM2M0Ng.pdf,http://regnskaber.virk.dk/82155463/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3L2RkLzhjLzNkLzk2YTYtNDIxZC1iYjA5LTI5NmJjNzgyYjBkMA.xml,true,KÃ¸benhavn V,1720.0,"72, 3 tv",SÃ¸nder Boulevard,4520 Svinninge,Enghaven 7,Regnskabsklasse B,2017-02-08,2017-02-09,"<p xmlns=""http://www.w3.org/1999/xhtml"">Der pÃ¥hviler ikke selskabet veksel- kautions-, pensions-, garanti- eller andre eventualforpligtelser udover hvad der mÃ¥tte fremgÃ¥ af Ã¥rsrapporten. Selskabet har ikke foretaget pantsÃ¦tninger.</p>",kontakt@goodgood.dk,489710.0,502090.0,36455128.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Uri Andersen,Uri Andersen,GOOD AGENCY IVS,RG RegnskabsgÃ¥rden ApS,514.0,955.0,KÃ¸benhavn,2014-11-26,2015-12-31,6042.0,12821.0,12380.0,2016-12-31,2016-01-01,false,false,6779.0,false,false,Ingen bistand,urn:ofk:oid:23466072,indberetninger-20180424,2.5948067000000004,36455128.0,,2018-03-27T14:43:51.964Z,2017-02-09T07:08:47.755Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AB-96-XE,2017-02-09T07:08:48.033Z,,,,,,,,,,,,,,,,0.0
