entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,NameAndSurnameOfMemberOfExecutiveBoard
31894263,2017-01-01,2017-12-31,ID_5,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,361503.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,0.0,0.0,Kristine BaagÃ¸,2017-01-01,2017-12-31,361503.0,361503.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,200000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,161503.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2017-12-31,2017-12-31,ID_4,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,574891.0,0.0,125000.0,87283.0,487608.0,574891.0,87283.0,487608.0,487608.0,487608.0,200000.0,162608.0,87283.0,87283.0,87283.0,87283.0,
31894263,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,Hasse Stig  Steenbuch
31894263,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2018-01-01,2018-12-31,ID_2,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,463090.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,512.0,193.0,Kristine BaagÃ¸,2017-01-01,2017-12-31,462771.0,462771.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2018-01-01,2018-12-31,ID_6,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,220000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2018-01-01,2018-12-31,ID_8,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,242771.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,,,,,,,,,,,,,,,,,
31894263,2018-12-31,2018-12-31,ID_3,,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzE4LzA5Lzc2L2EwLzU4NDMtNDJjNS05ZjQzLTA2NDNiMTQ0MWE0MQ.pdf,http://regnskaber.virk.dk/36249813/ZG9rdW1lbnRsYWdlcjovLzAzLzUzLzJlL2U1L2ZkL2QzYmQtNGJlNi05YjEwLTE1MGRhMmM4MTVmMA.xml,true,"EspergÃ¦rde, 3060",Dyremosevej 17,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-05-06,2019-05-06,2009-01-01,2019-05-06,31894263.0,31894263.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Holding for More ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kristine BaagÃ¸,Holding for More ApS,Holding for more ApS,,,Kristine BaagÃ¸,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:27112794,indberetninger-20180424,2.5118406,31894263.0,AWqeCm1WRYGX6_YTHjTn,2019-05-09T19:21:34.810Z,2019-05-09T19:20:44.007Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BB-90-XY,2019-05-09T19:20:44.180Z,880698.0,159681.0,125000.0,290000.0,750379.0,880698.0,130319.0,590698.0,590698.0,590698.0,220000.0,405379.0,130319.0,130319.0,130319.0,130319.0,
