entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross
12158939,2013-05-01,2013-05-01,c720,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",200000.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2013-05-01,2013-05-01,c741,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",351190.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2013-05-01,2014-04-30,c123,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,18488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2013-05-01,2014-04-30,c3,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,18488.0,69170.0,1011110.0,1146353.0,8295.0,56207.0,29491.0,2675.0,21196.0,124195.0,39257.0,66073.0,9954.0,20769.0,820754.0,,,,,,,,,,,,,,,,,,,,,,,
12158939,2013-05-01,2014-04-30,c742,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,18488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2014-04-30,2014-04-30,c4,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",569678.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,1430200.0,289000.0,200000.0,1218978.0,91341.0,211222.0,606300.0,1430200.0,860522.0,606300.0,211222.0,280825.0,12500.0,211222.0,369678.0,161793.0,860522.0,132983.0,612678.0,284921.0,219837.0,,
12158939,2014-04-30,2014-04-30,c722,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",200000.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2014-04-30,2014-04-30,c743,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",369678.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12158939,2014-05-01,2014-05-01,c160,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032750.0,1243972.0
12158939,2014-05-01,2014-05-01,c181,,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2U0Lzc3LzJiLzNkYmQtNGNmZS04YjA0LWY2MjM2Yjk0ZTFjYQ.pdf,http://regnskaber.virk.dk/93985121/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzFhLzIwL2JmLzFjNTMtNDZmNi05ZjY1LTFkZjdhMjMxNzRkNw.xml,6990.0,Hadsund,9560.0,12.0,Finlandsvej,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,2015-09-29,2015-09-29,1988-05-01,2015-09-29,66189.0,Vareforbrug omfatter omkostninger til kÃ¸b af rÃ¥varer og hjÃ¦lpematerialer med fradrag af rabatter samt Ã¥rets forskydning i varebeholdningerne.,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame, administration, lokaler, tab pÃ¥ debitorer og operationelle leasingomkostninger.",200000.0,12158939.0,29313075.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. maj 2014 - 30. april 2015 for Hadsund BrÃ¸ndboring ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Lars Ravnborg,Lars Ravnborg,Hadsund BrÃ¸ndboring ApS,"Kvist & Jensen, Hadsund A/S, Statsautoriserede Revisorer",Hadsund,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-04-30,2014-05-01,2015-09-29,Hadsund,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21498204,indberetninger-20180424,2.5097417999999996,12158939,,2018-03-30T08:26:40.954Z,2015-10-07T12:12:53.881Z,regnskab,0.0,,2015-04-30,2014-05-01,X15-AH-37-CG,2015-10-07T12:12:54.249Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
