entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GainsLossesFromCurrentValueAdjustmentsOfDebtLiabilitiesConcerningInvestmentProperty,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToOtherCreditInstitutions,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,LongtermLiabilitiesOtherThanProvisionsDueInOneYear
34606080,2014-01-01,2014-12-31,c1,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,-36580.0,136446.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",123857.0,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,-6967.0,-37562.0,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-68249.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-298521.0,3380.0,-230272.0,Tilst,-115947.0,-339670.0,-44529.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,223723.0,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34606080,2014-01-01,2014-12-31,c30,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,-115947.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34606080,2014-12-31,2014-12-31,c4,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,10084927.0,0.0,80000.0,184927.0,2264458.0,9900000.0,10084927.0,6804750.0,1564877.0,4588052.0,3023175.0,9900000.0,178640.0,20159.0,9900000.0,1015719.0,1015719.0,2184458.0,467165.0,2216698.0,193800.0,1307633.0,184927.0,123857.0,69460.0,40911.0,,,,,
34606080,2015-01-01,2015-01-01,c137,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34606080,2015-01-01,2015-01-01,c158,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,2184458.0,,,,,,,,,,,,,,,,,,,,,,,,,,
34606080,2015-01-01,2015-01-01,c167,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,3173175.0,,,,,,,,,,,,,,,,,,,,,
34606080,2015-01-01,2015-01-01,c171,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,1608677.0,,,,,,,,,,,,,,,,,,,,,
34606080,2015-01-01,2015-01-01,c76,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,2563121.0,7336879.0,,,
34606080,2015-01-01,2015-12-31,c0,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,-44141.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",74452.0,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,27398.0,133555.0,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,-50290.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,-277387.0,0.0,-227097.0,Tilst,-86123.0,-116434.0,160953.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,30311.0,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
34606080,2015-01-01,2015-12-31,c159,,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzUxL2Q2LzUxLzlmM2UtNDZjNy1iNTU5LTA4MDliMzJiOTgwZg.pdf,http://regnskaber.virk.dk/08060643/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2VlLzQzL2RiL2Y5ZTMtNGYyNy04Yzc3LTc3OWNmMWVjMTVlNA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Silkeborg,8600.0,13.0,Vestergade,8381 Tilst,Geding Byvej 22,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Martin SÃ¸rensen Ejendomme ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2015.",,2016-05-31,2012-06-29,2016-05-31,Statsautoriseret revisor,,,20222670.0,34606080.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2015 for Martin SÃ¸rensen Ejendomme ApS.,"Vi har revideret Ã¥rsregnskabet for Martin SÃ¸rensen Ejendomme ApS for regnskabsÃ¥ret 1. januar - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tom Johnsen,Martin SÃ¸rensen,Martin SÃ¸rensen,Nordea Bank,Martin SÃ¸rensen Ejendomme ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Tilst,-86123.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2015-12-31,2015-01-01,2016-05-31,Aalborg,,RevisionspÃ¥tegning,300000.0,urn:ofk:oid:22636547,indberetninger-20180424,2.5124266,34606080.0,,2018-03-29T02:18:14.465Z,2016-06-08T08:41:23.975Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AY-53-RX,2016-06-08T08:41:24.094Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
