entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance
35843876,2017-01-01,2017-12-31,c174,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,110792.0,2019-02-05,2014-05-01,2019-02-05,71056.0,57351.0,Statsautoriseret revisor,58668.0,650878.0,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,18668.0,16892.0,Egtved,0.0,2017-01-01,2017-12-31,393470.0,504262.0,521154.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,0.0,110792.0,40000.0,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2017-01-01,2017-12-31,c177,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2017-01-01,2017-12-31,c195,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,393470.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2017-12-31,2017-12-31,c172,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,1477597.0,924412.0,50000.0,55047.0,1241332.0,155194.0,177145.0,1477597.0,231265.0,155194.0,57164.0,155194.0,0.0,5000.0,5000.0,177145.0,1191332.0,0.0,231265.0,220846.0,0.0,98792.0,0.0,77473.0,108635.0,,,,
35843876,2018-01-01,2018-01-01,c226,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2018-01-01,2018-01-01,c253,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,1191332.0,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2018-01-01,2018-01-01,c257,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
35843876,2018-01-01,2018-01-01,c456,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,71047.0,226241.0,,
35843876,2018-01-01,2018-12-31,c173,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,2035.0,3.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,747689.0,2019-02-05,2014-05-01,2019-02-05,129960.0,57351.0,Statsautoriseret revisor,1384443.0,4926337.0,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,48977.0,49299.0,Egtved,7952.0,2017-01-01,2017-12-31,2612911.0,3362635.0,3411934.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,1164.0,749724.0,1326350.0,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
35843876,2018-01-01,2018-12-31,c176,,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2M2Lzg5LzUyLzY2LzEyMTItNGM4My04NmJiLTNhNmZjNWVmM2FhOA.pdf,http://regnskaber.virk.dk/67834853/ZG9rdW1lbnRsYWdlcjovLzAzL2MxL2FkLzg4LzljL2ZhMDEtNGZkOC04ZDAzLTBiNjVkNDI0MjAyNA.xml,true,125771.0,NykÃ¸bing Mors,7900.0,9.0,FÃ¥rtofts Plads,Skive,7800.0,8.0,Adelgade,6040 Egtved,TÃ¥gelundvej 5,DK-7900 NykÃ¸bing Mors,FÃ¥rtofts Plads 9,Til kapitalejeren i X Vent ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2019-02-05,2014-05-01,2019-02-05,,57351.0,Statsautoriseret revisor,,,20222670.0,35843876.0,20222670.0,mne34119,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for X Vent ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Thomas BaagÃ¸e,Thomas Holt,Thomas Holt,Dorthe Holt,Spar Nord Bank A/S,X Vent ApS,BDO Statsautoriseret revisionsaktieselskab,,,Egtved,,2017-01-01,2017-12-31,1000000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2018-12-31,2018-01-01,true,2019-02-05,NykÃ¸bing Mors,,,,urn:ofk:oid:26658873,indberetninger-20180424,2.509595,35843876.0,AWjMJv3oet7j816D4Al-,2019-02-08T08:09:24.038Z,2019-02-08T08:08:53.420Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AK-02-CU,2019-02-08T08:08:53.572Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
