entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AdditionsToInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,OtherAdjustmentsRelatedToInvestments,ProfitLossRelatedToInvestments,GrossResult,IncomeFromInvestmentsInAssociates,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables
30829360,2016-10-01,2016-10-01,c251,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,6730740.0,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,240000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2016-10-01,c720,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2016-10-01,c735,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,6730740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2016-10-01,c741,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,31445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2016-10-01,c744,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2017-09-30,c109,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,105800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2017-09-30,c123,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,1888372.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2017-09-30,c252,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,,0.0,-1685192.0,3440009.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2017-09-30,c3,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,1748989.0,,,,-7472.0,1754817.0,7472.0,0.0,1747345.0,-7472.0,-1644.0,,,,,,,,,,,,,,,,,,,,,
30829360,2016-10-01,2017-09-30,c475,,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzMwLzljLzcxLzE4NDYtNDY1OS1hMjU0LWFiMWRiMTFjMTNhMQ.pdf,http://regnskaber.virk.dk/06392803/ZG9rdW1lbnRsYWdlcjovLzAzLzZlLzU0LzAzLzJjL2Y4YzAtNDBiMS04ZTRiLTAyMmFjZjZiMWViNg.xml,,1839404.0,Danmark,Grindsted,7200.0,23.0,Hedemarken,Egtved,6040.0,11.0,Runddelen,"7200, Grindsted","Hedemarken, 23",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",2019-02-22,2019-02-22,2007-09-18,2019-02-27,statsautoriseret revisor,32285201.0,30829360.0,32285201.0,mne21329,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for EJC ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Brian Majlund,Esben Jaedicke Christiansen,Esben Jaedicke Christiansen,"Martinsen, Statsautoriseret Revisionspartnerselskab",EJC ApS,"Martinsen, Statsautoriseret Revisionspartnerselskab",Egtved,2016-10-01,2017-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,A/S,ECM Industries A/S,Vejle,2018-09-30,2017-10-01,50.0,2019-02-22,Grindsted,75 32 12 33,RevisionspÃ¥tegning,urn:ofk:oid:26741025,indberetninger-20180424,2.5124297,30829360.0,AWkvJnVmRYGX6_YTFZLc,2019-02-27T13:31:10.472Z,2019-02-27T13:30:42.844Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AN-83-HS,2019-02-27T13:30:43.012Z,,-245183.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
