entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,ExternalExpenses,ExtraordinaryDividendPaid,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
27429521,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,70004.0,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,23140.0,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,-274.0,341363.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,149.0,Gjellerup,2015-10-01,2016-09-30,248094.0,318098.0,-23414.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,70004.0,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2015-10-01,2016-09-30,c177,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,550000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2015-10-01,2016-09-30,c179,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,-301906.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,9459209.0,1866305.0,125000.0,9387611.0,9459209.0,71598.0,1334697.0,1334697.0,1334697.0,6183274.0,6250.0,47692.0,550000.0,8712611.0,6183274.0,71598.0,74933.0,60348.0,27241.0,5000.0,,,,
27429521,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
27429521,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,8712610.0,,,,,,,,,,,,,,,,,,,,
27429521,2016-10-01,2016-10-01,c257,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,550000.0,,,,,,,,,,,,,,,,,,,,
27429521,2016-10-01,2016-10-01,c567,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,-9051303.0,10386000.0,,
27429521,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2U0LzExLzgwLzE2LzQ1MTAtNDk4MS05OWM3LTY5YjVkMjY3NDVjYw.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljLzIzLzQxL2ZjZmQtNDBkNi1iYjdlLTk1MjRiZGJiZmZmYQ.xml,true,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400 Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,82060.0,2018-01-12,2003-10-31,2018-01-12,Statsautoriseret revisor,-550000.0,33324.0,-103400.0,20222670.0,27429521.0,20222670.0,mne23368,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for SBJ Invest ApS.,136147.0,406759.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,425.0,0.0,Gjellerup,2015-10-01,2016-09-30,427097.0,509157.0,102823.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2017-09-30,2016-10-01,136147.0,true,2018-01-12,Ejstrupholm,82060.0,urn:ofk:oid:25002911,indberetninger-20180424,2.5116892,27429521.0,,2018-04-03T17:42:56.747Z,2018-01-31T12:34:50.091Z,regnskab,0.0,,2017-09-30,2016-10-01,X18-AC-64-ZF,2018-01-31T12:34:50.245Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
