entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
27429521,2013-10-01,2014-09-30,c1,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-104615.0,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,153092.0,490116.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-27841.0,-800.0,Gjellerup,509952.0,614567.0,125251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,-104615.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2013-10-01,2014-09-30,c30,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,209952.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2013-10-01,2014-09-30,c6,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,300000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2013-10-01,2014-09-30,c8,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,0.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,
27429521,2014-09-30,2014-09-30,c4,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,10370782.0,237029.0,125000.0,8832288.0,9971180.0,10370782.0,399602.0,1538494.0,1538494.0,94602.0,94602.0,1538494.0,8530731.0,5000.0,64528.0,300000.0,9846180.0,8530731.0,305000.0,64528.0,0.0,0.0,,,
27429521,2014-10-01,2014-10-01,c116,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,-8847506.0,10386000.0,
27429521,2014-10-01,2014-10-01,c137,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,
27429521,2014-10-01,2014-10-01,c158,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,9846180.0,,,,,,,,,,,,,,,,,,,,
27429521,2014-10-01,2015-09-30,c0,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-3408.0,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,1296477.0,51255.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,-36656.0,-4331.0,Gjellerup,1303337.0,1306745.0,1259821.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,-3408.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
27429521,2014-10-01,2015-09-30,c117,,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2UyL2RlL2Q5L2JlLzhhOTMtNGU5Mi1hNDM3LTFjMmM1ZWFiZmIyZQ.pdf,http://regnskaber.virk.dk/12592472/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2Y2L2NlL2FlLzQxZDctNDU1Yi04YjU2LWRkOGU4NjEwMjM5Ng.xml,1.0,Ejstrupholm,7361.0,1-3,SÃ¸ndergade,7400  Herning,HÃ¸jen 95,DK-7361 Ejstrupholm,SÃ¸ndergade 1-3,Til kapitalejeren i SBJ Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-12-11,2003-10-31,2015-12-11,Statsautoriseret revisor,20222670.0,27429521.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2014 - 30. september 2015 for SBJ Invest ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Bent Jensen,Susanne Bach,Susanne Bach,SBJ Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,Gjellerup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Herning,2015-09-30,2014-10-01,1296477.0,2015-12-11,Ejstrupholm,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21786183,indberetninger-20180424,2.5118417999999996,27429521.0,,2018-03-30T22:17:36.997Z,2015-12-15T09:57:27.711Z,regnskab,0.0,,2015-09-30,2014-10-01,X15-AL-78-TL,2015-12-15T09:57:27.832Z,,,,,,,,,,,,,,,,,,,,,,,,,
