entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,CostOfSales,EmployeeBenefitsExpense,GrossResult,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
35468137,2013-08-27,2014-12-31,ID_10,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,31988.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2013-08-27,2014-12-31,ID_12,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,31988.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2013-08-27,2014-12-31,ID_8,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,-31988.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,1891442.0,61000.0,29012.0,-31988.0,-31988.0,1920454.0,,,,,,,,,,,,,,,
35468137,2014-12-31,2014-12-31,ID_14,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,32303.0,10198.0,78086.0,32303.0,46099.0,32303.0,-13795.0,-14545.0,22105.0,-31988.0,-13795.0,750.0,22105.0,0.0,
35468137,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,28.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2015-01-01,2015-12-31,ID_16,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
35468137,2015-01-01,2015-12-31,ID_17,,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzk4LzNkL2NiLzNlNDYtNDIwOC04NjA1LTNjY2I2OTMxOThkYQ.pdf,http://regnskaber.virk.dk/73186453/ZG9rdW1lbnRsYWdlcjovLzAzLzdjLzJjLzc4LzFjLzVlOGYtNDAwNC04NTY0LWI4ZGQ0YjFlNDBjMQ.xml,"2650, Hvidovre",AvedÃ¸reholmen 86,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.",2016-06-30,2013-08-27,2016-06-30,35468137.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for Kampmann aps.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Hatim Hadra,Kampmann aps,JR Huset S.M.B.A,"Frederiksberg, den 30-06-2016",2013-08-27,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,Administrerende direktÃ¸r,Ingen bistand,urn:ofk:oid:22798153,indberetninger-20180424,2.5097342,35468137.0,,2018-03-29T15:38:53.636Z,2016-06-30T14:35:40.579Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BA-80-HQ,2016-06-30T14:35:40.681Z,,,,,,,,,,,,,,,,,,,,,
