entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables
31880947,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,-129814.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,600.0,15126.0,VindblÃ¦s,2016-01-01,2016-12-31,-118512.0,-115288.0,2017-12-31,2017-01-01,false,false,3224.0,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,,,,,,,,,,,,,,,,,
31880947,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,0.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,,,,,,,,,,,,,,,,,
31880947,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,-118512.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,,,,,,,,,,,,,,,,,
31880947,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,177160.0,5660.0,125000.0,177160.0,173936.0,177160.0,3224.0,0.0,0.0,0.0,0.0,59727.0,0.0,0.0,48936.0,59727.0,3224.0,111773.0,111443.0,3224.0,330.0
31880947,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,48936.0,,,,,,,,,,,,,,,,
31880947,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,0.0,,,,,,,,,,,,,,,,
31880947,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,173936.0,,,,,,,,,,,,,,,,
31880947,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,125000.0,,,,,,,,,,,,,,,,
31880947,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,99959.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,2565.0,22199.0,VindblÃ¦s,2016-01-01,2016-12-31,115291.0,119593.0,2017-12-31,2017-01-01,false,false,4302.0,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,,,,,,,,,,,,,,,,,
31880947,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2VhLzJlL2Q1LzZiYjgtNDA0Ni1iNTBjLWZhMmE4MzI3YzAwNQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzU0L2ZjL2Q3LzljL2VkNDEtNDU5Mi1hNDRhLTM1NDk3YmM4MGUxMA.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzJkLzViLzBkL2UzLzJhOWQtNDAxNy1iMWM4LTAwYTcwMTkxOWQwMw.xml,true,Havndal,8970.0,8.0,Landevejen,8970 Havndal,Landevejen 8,Regnskabsklasse B,2018-01-22,2018-01-28,31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels Hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,VindblÃ¦s,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25034912,indberetninger-20180424,2.5955422,31880947.0,,2018-04-03T19:17:32.531Z,2018-02-07T19:09:44.056Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-83-VF,2018-02-07T19:09:44.215Z,,,,,,,,,,,,,,,,,,,,,
