entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfOtherFinanceIncome,IdentificationNumberCvrOfReportingEntity,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables
31880947,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,0.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,667.0,17440.0,Aarhus,2014-01-01,2014-12-31,12609.0,16773.0,2015-12-31,2015-01-01,false,false,4164.0,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
31880947,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,12609.0,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
31880947,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,284585.0,197433.0,125000.0,197433.0,280686.0,284585.0,3899.0,87152.0,0.0,87152.0,87152.0,155686.0,3899.0,0.0,0.0,3899.0
31880947,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,125000.0,,,,,,,,,,,
31880947,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,155686.0,,,,,,,,,,,
31880947,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,280686.0,,,,,,,,,,,
31880947,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,-20401.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,873.0,42967.0,Aarhus,2014-01-01,2014-12-31,11762.0,21693.0,2015-12-31,2015-01-01,false,false,9931.0,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
31880947,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
31880947,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,11762.0,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
31880947,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2Q2Lzc5LzRjLzIxL2JkZGEtNDIzNi1iOTkzLTI3ZWQ1ZGE5Y2QxMQ.xhtml,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzL2VlL2M1LzAyLzU3LzMxZjMtNDA1ZS04M2RlLWY5ZjA3NTllYjdiMQ.pdf,http://regnskaber.virk.dk/74908813/ZG9rdW1lbnRsYWdlcjovLzAzLzBjLzczLzM0L2ZiLzJiMTctNDAxMi05MjE0LWI3OWM3NjI2NTFkMg.xml,true,Aarhus N,8200.0,"8, 2. tv",Stavangergade,8200 Aarhus,"Stavangergade 8, 2. tv.",Regnskabsklasse B,2016-03-30,2016-04-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Renter tilknyttede virksomeheder udgÃ¸r kr. 3.491.</p>",31880947.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Troels hansen,Troels Hansen,HANSEN MINK HOLDING ApS,Troels Hansen,,,Aarhus,2014-01-01,2014-12-31,11762.0,,2015-12-31,2015-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:22296904,indberetninger-20180424,2.5925844,31880947,,2018-03-28T14:52:44.405Z,2016-05-01T06:27:42.399Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AT-66-RA,2016-05-01T06:27:42.672Z,,,,,,,,,,,,,,,,
