entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
29928444,2015-01-01,2015-12-31,c11,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,1323.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,651323.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,33800.0,1284137.0,2166046.0,1927.0,6679.0,852861.0,848109.0,201538.0,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,650000.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2015-01-01,2015-12-31,c9,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,0.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2015-12-31,2015-12-31,c13,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,1146319.0,531016.0,500000.0,1023332.0,94526.0,570119.0,122667.0,1146319.0,568523.0,320.0,122987.0,320.0,443969.0,122667.0,7677.0,7677.0,70119.0,568523.0,82.0,492316.0,50000.0,14952.0,109520.0,347790.0,
29928444,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,411521.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,13823.0,2096476.0,2653979.0,15006.0,829.0,529503.0,543680.0,117982.0,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,-38479.0,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29928444,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hans- Henrik Thorngaard
29928444,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U0L2RiLzA3LzgzLzcxNDMtNGU2MC1hNjVmLTA5MWE3MGU2OGUwMw.xhtml,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2UxLzUxL2RkLzlmL2MyZDgtNGI2MC1iMjlmLTFkYTI1NDgzNjdhYg.pdf,http://regnskaber.virk.dk/44482992/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzk1LzcxLzc5LzEzMTctNGFjNC1hZDRiLWIzZmFiMmZiN2JjMw.xml,true,Hellerup,2900.0,"201, 1 th",Strandvejen,2730.0,HÃ¸rkÃ¦r 1 A,Regnskabsklasse B,2017-01-20,2017-01-20,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets vÃ¦sentligste aktivitet bestÃ¥r i at drive virksomhedsrÃ¥dgivning og anden rÃ¥dgivning om driftsledelse.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",29928444.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jacob Thorngaard,Jacob Thorngaard,THORNGAARD REIFLING A/S,Lokalrevisorerne ApS,Hellerup,2015-01-01,2015-12-31,,2016-12-31,2016-01-01,false,false,32500600.0,false,false,Ingen bistand,urn:ofk:oid:23410060,indberetninger-20180424,2.5949432999999997,29928444.0,,2018-03-27T12:01:19.796Z,2017-01-20T10:18:53.009Z,regnskab,0.0,,2016-12-31,2016-01-01,X16-BK-58-BG,2017-01-20T10:18:53.268Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacob Thorngaard
