entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherShorttermInvestments,OtherShorttermPayables,PlaceOfSignatureOfStatement,ProfitLoss,ProposedDividend,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
87229513,2013-12-31,2013-12-31,ID_7,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,679398.0,286328.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",200000.0,679398.0,35521.0,2015-03-10,2015-03-13,575998.0,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,679398.0,103400.0,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",356947.0,5000.0,"Thisted, den 10. marts 2015",0.0,98400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,375998.0,356947.0,103400.0,36123.0,602.0,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_10,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_11,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_2,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,Niels Outzen
87229513,2014-01-01,2014-12-31,ID_3,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_4,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_5,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
87229513,2014-01-01,2014-12-31,ID_8,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8vcGRmcy84NzIyOTUxMztBcFMzMzM0MjsyMDE0MDEwMTsyMDE0MTIzMTtSO1I.pdf,http://regnskaber.virk.dk/31592278/Y3ZyLmRrOi8veGJybHMvWC05OTVBMTNFRC0yMDE1MDMxM18xMTQwMjdfNTIx.xml,"Thisted, 7700","Toldbodgade 4, 2. sal",Til den daglige ledelse i Pejsecentret Thisted ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",,,,2015-03-10,2015-03-13,,87229513.0,15728000.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2014 - 31. december 2014 for Pejsecentret Thisted ApS.,Ãrsrapport,,,Niels Outzen,Danske Andelskassers Bank A/S,Pejsecentret Thisted ApS,"REVIKON Revisionskontoret, Registreret revisionsinteressentskab",,,"Thisted, den 10. marts 2015",0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2014-12-31,2014-01-01,,,,,,2015-03-10,Thisted,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:15875448,indberetninger-20180424,2.5117056,87229513.0,,2018-03-30T17:11:06.392Z,2015-03-13T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-45.857,2015-03-13T23:00:00.000Z,
