entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,GrossProfitLoss,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables
30496825,2012-01-01,2012-01-01,c476,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,80000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
30496825,2012-01-01,2012-01-01,c494,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,-49000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
30496825,2012-01-01,2012-12-31,c123,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,-14000.0,,,,,,,,,,,,,,,,,
30496825,2012-01-01,2012-12-31,c3,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,-14000.0,-16000.0,0.0,-16000.0,-16000.0,-2000.0,,,,,,,,,,,,
30496825,2012-01-01,2012-12-31,c495,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,-14000.0,,,,,,,,,,,,,,,,,
30496825,2012-12-31,2012-12-31,c4,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,17000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,82000.0,80000.0,82000.0,31000.0,82000.0,65000.0,18000.0,51000.0,-63000.0,65000.0,82000.0,47000.0
30496825,2012-12-31,2012-12-31,c472,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,80000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
30496825,2012-12-31,2012-12-31,c496,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,-63000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
30496825,2013-01-01,2013-01-01,c199,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,-62590.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
30496825,2013-01-01,2013-01-01,c473,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8vcGRmcy8zMDQ5NjgyNTtBcFM0MDg3NjQ7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/52869403/Y3ZyLmRrOi8veGJybHMvWC0zQTYwOTFBNy0yMDE0MDYyN18xNDM3MjBfMTc1.xml,KÃ¸benhavn Ã,2100.0,Skovsgaard,c/o Carine S.,"2100, KÃ¸benhavn Ã","Stockholmsgade 45,",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2013.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013 for opfyldt.,2014-06-27,2014-06-27,2014-06-27,Andre eksterne omkostninger omfatter omkostninger til administration m.v.,80000.0,30496825.0,34209336.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2013 for Uniq Events ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Carine S. Skovsgaard,Carine S. Skovsgaard,Uniq Events ApS,"Grant Thornton, Statsautoriseret Revisionspartnerselskab",KÃ¸benhavn Ã,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-06-27,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:18744885,indberetninger-20180424,2.5097342,30496825.0,,2018-04-01T11:22:15.286Z,2014-06-27T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-107.076,2014-06-27T22:00:00.000Z,,,,,,,,,,,,,,,,,,
