entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables
31166837,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,5000.0,-5000.0,15553782.0,31166837.0,1402960.0,2300000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,0.0,405558.0,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,979261.0,1297598.0,-5000.0,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,318337.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2015-01-01,2015-12-31,c5,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,150000.0,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2015-01-01,2015-12-31,c7,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,829261.0,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2015-12-31,2015-12-31,c9,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,4821754.0,1100738.0,125000.0,4297907.0,4605849.0,4821754.0,215905.0,523847.0,523847.0,523847.0,1280031.0,5000.0,1917138.0,150000.0,4330849.0,1280031.0,215905.0,1917138.0,210905.0
31166837,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,5000.0,-5000.0,15553782.0,31166837.0,-811.0,400000.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,55304.0,29573.0,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,372457.0,370080.0,-5000.0,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,-2377.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,103400.0,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,269057.0,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,,,,,,,,,,,,,,,,,,,
31166837,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2E5L2FkLzEyLzgyLzVhZTQtNDQ3Ni1hZmMzLWFmYTUwYTJkYmNkZQ.xhtml,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzLzRlLzRmLzU5Lzc2LzY1ZWYtNDI4MS04ZjJlLTI0ZTNlYjhhMDljMw.pdf,http://regnskaber.virk.dk/73866113/ZG9rdW1lbnRsYWdlcjovLzAzL2EyLzk2Lzk4L2E4LzQ0NWEtNGQxOS1hZmI2LWQwMTZmNDUxNTc4NA.xml,true,BrÃ¸nshÃ¸j,2700.0,3.0,Beldringevej,2600 Glostrup,"Smedeland 13, 1.",Revisors erklÃ¦ring om opstilling af Ã¥rsrapport,Regnskabsklasse B,2017-03-29,2017-03-29,Registreret revisor,,,15553782.0,31166837.0,,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Benny Klitbo,Benny Klitbo,Mikael Berggreen,Multi Revision ApS,MB 61 HOLDING ApS,Multi Revision ApS,,,BrÃ¸nshÃ¸j,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,2017-03-29,Glostrup,Ja.,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23660609,indberetninger-20180424,2.5927877,31166837.0,,2018-03-28T04:42:06.435Z,2017-03-29T14:24:46.835Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-35-DW,2017-03-29T14:24:47.036Z,4951608.0,1753614.0,125000.0,4426950.0,4828306.0,4951608.0,123302.0,524658.0,524658.0,524658.0,1224726.0,5000.0,1448610.0,103400.0,4599906.0,1224726.0,123302.0,1448610.0,118302.0
