entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
27504752,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,-16695.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,352872.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2017-01-01,2017-12-31,ID_14,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,441977.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,373562.0,805055.0,33305.0,351.0,90978.0,555425.0,431493.0,113448.0,,,,,,,,,,,,,,,,,,,,,
27504752,2017-12-31,2017-12-31,ID_6,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,2155029.0,139472.0,125000.0,2028456.0,2082583.0,2155029.0,72446.0,126573.0,126573.0,126573.0,1595140.0,72141.0,105800.0,64073.0,1787710.0,1595140.0,72446.0,305.0,293844.0,293844.0,
27504752,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,408428.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,291870.0,821098.0,21514.0,69640.0,51402.0,532504.0,529228.0,124076.0,,,,,,,,,,,,,,,,,,,,,
27504752,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,314914.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27504752,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzLzJlLzQzL2E3LzI0LzA0YjctNDNhMC1iNDEyLTdlMGVmNzQzZmJhMA.pdf,http://regnskaber.virk.dk/25740572/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI0LzMzLzFkLzE2MzgtNDg4Yy1hM2ZkLTcyZmQ0ZWY3OTMxZA.xml,true,"Silkeborg, 8600",Navervej 1,Til den daglige ledelse i Flac ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-14,2019-03-14,2004-01-08,2019-03-21,14788107.0,27504752.0,14788107.0,mne2903,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Flac ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Finn HÃ¸nholt Christensen,Else Marie NÃ¸rhede Lissau,AKTIV REVISION Silkeborg,Danske Bank,Flac ApS,"AKTIV REVISION Silkeborg, Registreret Revisionsanpartsselskab",Vejle,2017-01-01,2017-12-31,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2018-12-31,2018-01-01,false,2019-03-14,Silkeborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26857326,indberetninger-20180424,2.5124211,27504752.0,AWmfHPdyRYGX6_YTGFTh,2019-03-21T07:18:24.480Z,2019-03-21T07:17:48.873Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AT-38-QG,2019-03-21T07:17:49.026Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
