entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,Equity,IdentificationNumberCvrOfReportingEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,ExchangeRateLoss,ExchangeRateProfit,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,WagesAndSalaries,Assets,CashAndCashEquivalents,ContractWorkInProgress,ContractWorkInProgressGross,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,PlaceOfSignatureOfStatement,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard
31592453,2014-01-01,2014-01-01,c696,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,1864475.0,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2014-01-01,2014-01-01,c717,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,-23653.0,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2014-01-01,2014-12-31,c54,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,20178.0,5665399.0,28481.0,0.0,4172137.0,91482.0,2738.0,34096.0,160024.0,2769.0,40061.0,31.0,441338.0,-1670695.0,-1513440.0,62078.0,5127887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2014-01-01,2014-12-31,c69,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,-1670695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2014-01-01,2014-12-31,c718,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,-1670695.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2014-12-31,2014-12-31,c70,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,170127.0,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,7432030.0,70707.0,640206.0,640206.0,1864475.0,7237862.0,8687.0,74422.0,7432030.0,7261903.0,119746.0,194168.0,119746.0,1029557.0,8525.0,74422.0,-1694348.0,7261903.0,1165857.0,7167155.0,303544.0,226584.0,5066489.0,5979609.0,,,,,
31592453,2015-01-01,2015-01-01,c108,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,1864475.0,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2015-01-01,2015-01-01,c126,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,-1694348.0,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31592453,2015-01-01,2015-01-01,c206,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-127362.0,201784.0,,,
31592453,2015-01-01,2015-12-31,c1,,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzL2NmLzRlLzkzLzI0L2NlODctNDg0MS1hM2RlLWExZjQzNDk3NmI3Mg.pdf,http://regnskaber.virk.dk/35429513/ZG9rdW1lbnRsYWdlcjovLzAzLzI2L2I2LzhmLzllL2M0ZTQtNGMwNi05MzgxLTU3N2E4Y2VlOTFlMg.xml,16398.0,Danmark,KÃ¸benhavn Ã,2100.0,2.0,Gribskovvej,Holte,2840.0,"15, 3. Sal",RÃ¸jelskÃ¦r,9200 Aalborg SV,Voergaardvej 2,Regnskabsklasse B,2016-03-30,2016-04-30,-20316.0,Statsaut. revisor,,31592453.0,Ãrsrapport,Thomas Thomsen,Mark Gudehus,Jesper Edvardsen,RÃ¶hlig Danmark ApS,Beierholm,Holte,2015-12-31,2015-01-01,2016-03-30,KÃ¸benhavn,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:22497336,indberetninger-20180424,2.5124277999999998,31592453.0,,2018-03-29T08:48:01.646Z,2016-05-30T17:58:06.422Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AX-24-CR,2016-05-30T17:58:06.596Z,20316.0,5555808.0,0.0,34868.0,5729302.0,63491.0,114.0,51998.0,100219.0,34982.0,36728.0,0.0,537676.0,87941.0,153178.0,61708.0,4904426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Holte,,
