entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm
35033009,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,22399.0,298809.0,287156.0,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,359.0,KÃ¸benhavn,2016-01-01,2016-12-31,-28955.0,-34411.0,-34052.0,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,-5456.0,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,,,,,,,,,,,,,,,,
35033009,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,,,,,,,,,,,,,,,,
35033009,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,-28955.0,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,,,,,,,,,,,,,,,,
35033009,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,323138.0,169485.0,80000.0,308764.0,7612.0,39000.0,207834.0,14374.0,323138.0,115304.0,14374.0,115304.0,14374.0,0.0,127834.0,115304.0,139279.0,0.0,12000.0,0.0,80667.0,
35033009,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,80000.0,,,,,,,,,,,,,,,
35033009,2017-01-01,2017-01-01,c12,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,127834.0,,,,,,,,,,,,,,,
35033009,2017-01-01,2017-01-01,c13,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,0.0,,,,,,,,,,,,,,,
35033009,2017-01-01,2017-01-01,c14,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,207834.0,,,,,,,,,,,,,,,
35033009,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,14374.0,419800.0,1031775.0,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,3040.0,KÃ¸benhavn,2016-01-01,2016-12-31,456489.0,594561.0,597601.0,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,138072.0,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,,,,,,,,,,,,,,,,
35033009,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzL2E5LzA2LzgxL2Q5Lzk4NGEtNGY4OC05YzAyLTQ1NmI1N2UzZDQ5ZQ.xhtml,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzY0L2EyL2Y4LzVkLzBiY2ItNGY5ZC1iZjJjLTZhNDhjNTdkNzBkNw.pdf,http://regnskaber.virk.dk/90033053/ZG9rdW1lbnRsYWdlcjovLzAzLzRhL2VmL2Y3Lzc0L2YxODgtNDgyNC1hMjY3LTRhNThjODYyNjU5ZA.xml,true,Kongens Lyngby,2800.0,168.0,Christian XÂ´s AllÃ©,KÃ¸benhavn K,1207.0,"14, 1",HyskenstrÃ¦de,2800 Kongens Lyngby,Christian XÂ´s AllÃ© 168,Til den daglige ledelse i RR Advise ApS.,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-06-04,2018-06-05,,,,16198986.0,35033009.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Esben Andersen,Ole Christian Rasmussen,Ole Christian Rasmussen,Nordea Bank,RR ADVISE ApS,Esben Andersen,,KÃ¸benhavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-06-04,Kgs. Lyngby,,31389052.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25729464,indberetninger-20180424,2.5955543999999997,35033009.0,AWPUOSwO0wkEsASktdV0,2018-06-06T08:32:24.038Z,2018-06-06T08:31:45.737Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-04-JY,2018-06-06T08:31:46.084Z,,,,,,,,,,,,,,,,,,,,,,Revisionsanpartsselskabet Esben Andersen
