entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,EmailOfReportingEntity,EmployeeBenefitsExpense,ExternalExpenses,GrossResult,IdentificationNumberCvrOfReportingEntity,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutAccountingPolicies,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutCertainSpecialItems,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutLiabilitiesDueForPaymentMoreThanFiveYearsAfterTheBalanceSheetDate,TheMicroUndertakingAppliesTheExceptionConcerningFilingInformationAboutNumberOfEmployees,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherReserves,RetainedEarnings
27956890,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,0.0,0.0,27956890.0,0.0,-130563.0,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,-130563.0,-130563.0,0.0,2019-06-30,2018-07-01,0.0,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2017-07-01,2018-06-30,c3,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2017-07-01,2018-06-30,c5,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,-30563.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2017-07-01,2018-06-30,c7,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,-100000.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2018-06-30,2018-06-30,c9,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,3067.0,3067.0,125000.0,3067.0,3067.0,3067.0,0.0,0.0,0.0,0.0,-121933.0
27956890,2018-07-01,2019-06-30,c0,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,0.0,0.0,27956890.0,0.0,13320.0,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,13320.0,13320.0,0.0,2019-06-30,2018-07-01,0.0,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2018-07-01,2019-06-30,c2,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2018-07-01,2019-06-30,c4,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,0.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2018-07-01,2019-06-30,c6,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,13320.0,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,,,,,,,,,,,
27956890,2019-06-30,2019-06-30,c8,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzUwL2U2LzdiL2ZhLzUxZWYtNGM3Yi1hZjRhLTYyZTEzYWJiZWI2Mw.xhtml,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzJlLzgyL2UxLzFhNGYtNGFhNy1hNmRhLTY4YjQxMjM2MzRiNw.pdf,http://regnskaber.virk.dk/09865972/ZG9rdW1lbnRsYWdlcjovLzAzLzEyLzBmLzg1LzUyLzY2N2YtNDg1Mi1iMDU3LWU1MjUzMTNmOWE0NA.xml,true,IshÃ¸j,2635.0,20.0,BaldersbÃ¦kvej,2635 IshÃ¸j,BaldersbÃ¦kvej 20-22,"Regnskabsklasse B, mikrovirksomhed",Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-10-16,0.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen sikkerhedsstillelser eller pantsÃ¦tninger pÃ¥ balancedagen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Â Der er ingen eventualforpligtelser pÃ¥ balancedagen.</p>",translift@translift.dk,0.0,,,27956890.0,0.0,,Ãrsrapport,Annette Jonsson,A.J.O HOLDING ApS,A.J.O HOLDING ApS,0.0,0.0,2017-07-01,2018-06-30,,,,2019-06-30,2018-07-01,,false,0.0,26882484.0,false,true,false,false,true,true,Ingen bistand,urn:ofk:oid:27927111,indberetninger-20180424,2.59278,27956890.0,AW3UIXaaIXJRhhXBOovb,2019-10-16T10:34:19.864Z,2019-10-16T10:33:45.175Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DB-94-JZ,2019-10-16T10:33:45.347Z,16387.0,3067.0,125000.0,3067.0,16387.0,16387.0,13320.0,13320.0,13320.0,0.0,-108613.0
