entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermReceivables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
33510098,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",1276.0,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,1920.0,10867.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,3546.0,10867.0,1626.0,Hellerup,2017-01-01,2017-12-31,4569.0,5845.0,-1476.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,1276.0,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,,
33510098,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,4569.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,,
33510098,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,308784.0,434.0,80000.0,36058.0,99146.0,308784.0,209638.0,35000.0,19146.0,209638.0,55507.0,308350.0,237292.0,1276.0,134365.0,0.0,,
33510098,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,80000.0,,,,,,,,,,,,,
33510098,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,19146.0,,,,,,,,,,,,,
33510098,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",681.0,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,2037.0,6379.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,2832.0,6379.0,795.0,Hellerup,2017-01-01,2017-12-31,2417.0,3098.0,-449.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,681.0,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
33510098,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,2417.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,,
33510098,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,2417.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,,
33510098,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
33510098,2018-01-01,2018-12-31,c727,,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzL2I0LzVjL2RjLzJhLzYwZmMtNGRjYy1hM2Y3LTAxNmM5OWUzZGM4Yg.pdf,http://regnskaber.virk.dk/89001533/ZG9rdW1lbnRsYWdlcjovLzAzLzFkLzY0LzM4LzQzLzBlNGMtNDZkZC05ZTJkLWQ3OTE1YTBhNzVjNw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2900 Hellerup,Strandvejen 171,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Visiodan International ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",,2019-05-22,2011-03-03,2019-05-22,Statsautoriseret revisor,20222670.0,33510098.0,20222670.0,mne2906,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Visiodan International ApS.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Torben Bjerre-Poulsen,Holger Christtreu,Hans Helmig von der Osten,Visiodan International ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Hellerup,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Gentofte,2018-12-31,2018-01-01,true,2019-05-22,KÃ¸benhavn,,urn:ofk:oid:27312687,indberetninger-20180424,2.5124211,33510098.0,AWsKUfyqRYGX6_YTIN0_,2019-05-30T19:58:08.844Z,2019-05-30T19:57:53.104Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BJ-63-GF,2019-05-30T19:57:53.284Z,,,,,,,,,,,,,,,,,,
