entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
19584739,2014-10-01,2015-09-30,ID_2,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,-5027.0,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",163584.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",4.0,0.0,14868.0,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,171108.0,173421.0,-5027.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,2313.0,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2014-10-01,2015-09-30,ID_4,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,-163584.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,-7524.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2015-09-30,2015-09-30,ID_8,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,1399413.0,1506.0,125000.0,418819.0,1356768.0,1399413.0,42645.0,980594.0,980594.0,38770.0,38770.0,980594.0,827296.0,404472.0,3875.0,417313.0,404057.0,0.0,13256.0,3875.0,
19584739,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,-3749.0,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",163572.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",0.0,176.0,13985.0,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,174484.0,173984.0,-3749.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,-500.0,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,Tommas Faldt
19584739,2015-10-01,2016-09-30,ID_3,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,-163572.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2015-10-01,2016-09-30,ID_5,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,-10912.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2015-10-01,2016-09-30,ID_9,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,,,,,,,,,,,,,,,,,,,,,
19584739,2016-09-30,2016-09-30,ID_7,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzc4L2NhLzk5LzdkLzdjZjYtNDcwMS05YjhiLWNjOGFkNjMzOGFlNA.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzMzL2I5LzUzLzAwLzBkNWEtNGRiMS1iNzcxLWE3MDU2MmM0MTI3Ng.xml,"Vejle, 7100",Damhaven 5C,Til kapitalejerne i Neptun Invest ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",2016-12-20,1996-09-25,2016-12-28,,19584739.0,27479677.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016 for Neptun Invest ApS.,"Vi har revideret Ã¥rsregnskabet for Neptun Invest ApS for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Tommas Faldt,Neptun Invest ApS,"ReviPartner, Vejle, godkendt revisionsaktieselskab",,,,"Vejle, den 20. december 2016",2014-10-01,2015-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-09-30,2015-10-01,2016-12-20,Vejle,,75837211.0,RevisionspÃ¥tegning,urn:ofk:oid:23352712,indberetninger-20180424,2.5118406,19584739.0,,2018-03-27T09:59:41.085Z,2017-01-02T11:48:43.489Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AA-06-EG,2017-01-02T11:48:43.617Z,1605933.0,17682.0,125000.0,461766.0,1531252.0,1605933.0,74681.0,1144167.0,1144167.0,41036.0,41036.0,1144167.0,990868.0,415384.0,33645.0,444084.0,444084.0,29770.0,0.0,3875.0,
