entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
19584739,2015-10-01,2016-09-30,c174,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,-2744.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2244.0,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,3749.0,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,163572.0,Ãrsrapport,13985.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,14161.0,176.0,Vejle,2015-10-01,2016-09-30,174484.0,173984.0,159823.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,-500.0,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,,,,
19584739,2015-10-01,2016-09-30,c185,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,163572.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,,,,
19584739,2015-10-01,2016-09-30,c195,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,10912.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,,,,
19584739,2016-09-30,2016-09-30,c172,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,1605936.0,17682.0,125000.0,1531255.0,1605936.0,74681.0,1144170.0,1144170.0,41036.0,41036.0,1144170.0,3875.0,1154443.0,251812.0,33645.0,444084.0,353835.0,29770.0,90249.0,,,,
19584739,2016-10-01,2016-10-01,c226,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,125000.0,,,,,,,,,,,,,,,,,,,
19584739,2016-10-01,2016-10-01,c235,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,990871.0,,,,,,,,,,,,,,,,,,,
19584739,2016-10-01,2016-10-01,c253,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,415384.0,,,,,,,,,,,,,,,,,,,
19584739,2016-10-01,2016-10-01,c564,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,990871.0,153299.0,,
19584739,2016-10-01,2017-09-30,c173,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,2637.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",2134.0,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,4875.0,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,115686.0,Ãrsrapport,14644.0,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,1476.0,14644.0,0.0,Vejle,2015-10-01,2016-09-30,119208.0,123979.0,110811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,4771.0,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
19584739,2016-10-01,2017-09-30,c184,,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2JkLzc0LzcxLzA4NDgtNDU4ZS05NTE1LTIyZWMyMzljMGUxYw.pdf,http://regnskaber.virk.dk/93748591/ZG9rdW1lbnRsYWdlcjovLzAzLzcxLzViLzU1L2NkL2RmMjAtNGY2Ni04MTkwLTg1YzYwNzlkMDFiYg.xml,true,Vejle,7100.0,"4, 1. sal",Roms Hule,7100 Vejle,Lomholtvej 2,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejerne i Neptun Invest ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.",,2017-11-22,1996-09-25,2017-11-22,Statsautoriseret revisor,HÃ¦ftelse i sambeskatningen Koncernens danske selskaber hÃ¦fter solidarisk for skat af koncernens sambeskattede indkomst og for visse eventuelle kildeskatter som udbytteskat.  Skyldig skat af koncernens sambeskattede indkomst udgÃ¸r 9 tkr. pr. balancedagen.,,20222670.0,19584739.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for Neptun Invest ApS.,,Ãrsrapport,,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Michael Rathleff Algren,Tommas Faldt,Tommas Faldt,Neptun Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,2015-10-01,2016-09-30,115686.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2017-09-30,2016-10-01,115686.0,true,2017-11-22,Vejle,,urn:ofk:oid:24756452,indberetninger-20180424,2.5097342,19584739.0,,2018-03-27T21:30:48.030Z,2017-11-29T14:29:03.017Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BH-97-GH,2017-11-29T14:29:03.207Z,,,,,,,,,,,,,,,,,,,,,,,
